,text,cmp_code,eu_code
17,"Create a real popular initiative referendum, on the proposal of at least 500,000 voters.",202.4,
18,· • Simplification (deletion of duplicates and clear distribution of skills);,303,
19,"· • Proximity (by giving more weight to elected officials than the French know, like mayors);+",301,
20,· • Savings (especially on elected officials and operating costs).,303,
21,· It will quickly allow a drop in local taxes.,402,
22,Consequently revalue the role and status of mayors of common and medium -sized common.,301,
23,Redo a country of freedom from France,H,
24,"Guarantee freedom of expression and digital freedoms by their registration in fundamental freedoms protected by the Constitution,",201.2,
25,While strengthening the lute against cyber-djihadism and pedime.,605.1,
26,"In parallel, simplifying for those who are victims of it the procedures to have defamation or insult recognized.",303,
27,"Create a constitutional value charter which will include the protection of the personal data of the French, in particular by an obligation to storage these data on servers located in France.",201.2,
28,Defend the rights of women: to fight against Islamism which makes their fundamental freedoms retreat;,603,
29,Set up a national plan for equal female men and fight against professional and social precariousness.,503,
30,"Ensure respect for freedom of association within the only limits required by public order and support small cultural, sporting, humanitarian, social, educational, etc. associative structures, which animate the life of our territories.",502,
31,Establish real union freedom by the abolition of the monopoly of representativeness and to moralize the union life by a public control of the financing of the unions.,701,
32,"Guarantee the freedom to educate your children according to its choices, while more strictly controlling compatibility with the values of the Republic of the lessons provided in private non-contract establishments.",603,
33,II - A safe France,H,
34,Restore republican order and the rule of law everywhere and for all,H,
35,Restore security by ensuring the protection of individual freedoms.,605.1,
36,"Massively rearm the police: personnel (recruitment plan of 15,000 police and gendarmes), in materials (modernization of equipment, police stations and barracks, adaptation of armaments to new threats), but also morally and legally (in particular by the presumption of self -defense).",605.1,
37,Guarantee the military status of the gendarmes.,605.1,
38,Refocus the police and the gendarmerie on their public security mission by releasing them from undue and administrative tasks.,605.1,
39,Set up a disarmament plan for the suburbs concerned and of recovery by the state of the areas of lawlessness.,605.1,
40,"Target the 5,000 chiefs of delinquents and criminal bands identified by the Ministry of the Interior.",605.1,
41,"In order to prevent their reconstruction, establish the criminal penalty in addition to the civil injunction of distance.",605.1,
42,Restore field intelligence services to combat criminal traffic.,605.1,
43,A firm and fast criminal response,H,
44,"Apply zero tolerance and end the judicial laxity by the repeal of lax criminal laws (such as the Taubira law), the restoration of floors and the abolition of automatic pain discounts.",605.1,
45,Fighting the delinquency of minors by empowering parents by the abolition of the payment of social aid to parents of recurrent minors in the event of a manifest educational deficiency.,605.1,
46,Establish a prison sentence of real life incompressible for crimes.,605.1,
47,5 years.,605.1,
48,Restore automatic expulsion of criminals and foreign delinquents.,605.1,
49,Setting up bilateral agreements allowing condemned foreigners to serve their sentence in their country of origin.,605.1,
50,Return the prison administration to the Ministry of the Interior and strengthen penitentiary intelligence.,605.1,
51,"Increase the number of magistrates, especially by recruitment in the outside turn.",605.1,
52,"In order to break with the culture of laxity, remove the National School of Magistracy and create a common training sector in legal careers (with application schools).",605.1,
53,Find borders that protect and end uncontrolled immigration,H,
54,Restoring national borders and getting out of the Schengen space (a particular devestive for border workers will be put in place to facilitate the passage of the border).,601.2,
55,"Reconstitute the workforce suppressed in customs by the recruitment of 6,000 agents during the five -year term.",406,
56,Make the regularization or naturalization of foreigners in illegal situations impossible.,601.2,
57,Simplify and automate their expulsion.,601.2,
58,"Reduce legal immigration to an annual balance of 10,000.",601.2,
59,Put an end to the automaticity of regrouping and family rapprochement as well as the automatic acquisition of French nationality by marriage.,601.2,
60,Remove aspirant immigration pumps.,601.2,
61,"Delete soil law: the acquisition of French nationality will be possible only by parentage or naturalization, the conditions of which will also be more demanding.",601.2,
62,Remove extra-European dual nationality.,601.2,
63,Return to the initial spirit of the right of asylum which can also only be granted following requests filed in French embassies and consulates in countries of origin or neighboring countries.,601.2,
64,Eradicate terrorism and break the Islamist fundamentalist networks,H,
65,Prohibit and dissolve organisms of any kind linked to Islamist fundamentalists.,605.1,
66,Expel all foreigners in connection with Islamist fundamentalism (especially S files).,605.1,
67,Close all the extremist mosques identified by the Ministry of the Interior and prohibit foreign funding from places of worship and their staff.,605.1,
68,"Prohibit any public funding (State, local authorities, etc.) places of worship and cult activities.",604,
69,"Fight against the jihadist sectors: forfeiture of French nationality, expulsion and prohibition of the territory for any binational linked to a jihadist sector.",605.1,
70,Apply article 411-4 of the penal code on intelligence with the enemy and place in preventive detention any individual of French nationality in connection with a foreign organization aroused acts of hostility or aggression against France and the French.,605.1,
71,Establish the list of these organizations.,605.1,
72,Restore national unworthiness for individuals guilty of crimes and crimes linked to Islamist terrorism.,601.1,
73,"Strengthen the human and technical resources of internal and external intelligence services and create a single anti -terrorist agency attached directly to the Prime Minister, responsible for the analysis of the threat and operational coordination.",605.1,
74,III - A prosperous France,H,
75,A new patriotic model in favor of employment,H,
76,Set up a re-industrialization plan in the context of a cooperation associating industry and the STRATEGE to favor the real economy in the face of speculative finance.,404,
77,Support French companies in the face of unfair international competition by setting up intelligent protectionism,406,
78,"And the restoration of a national currency adapted to our economy, the lever of our competitiveness.",409,
79,"In order to ensure consumer protection and fair competition, prohibit the import and sale of products from abroad which do not comply with the standards imposed on French producers.",406,
80,"At the same time, supporting the ""manufactured in France"" by compulsory, clear and loyal labeling on the origin of products and foodstuffs sold in France.",406,
81,Establishing real economic patriotism by freeing oneself from European constraints and reserving public procurement for French companies if the price difference is reasonable.,406,
82,Reserve part of the public procurement for SMEs.,403,
83,Delete on our territory the “detachment of workers” which creates unacceptable unfair competition there.,406,
84,Set up an additional tax on hiring foreign employees in order to effectively ensure the national priority for the employment of French people.,406,
85,Ensure the protection of strategic and carriers by control of foreign investments which undermine national interests thanks to an economic security authority.,406,
86,Create under the supervision of the Caisse des Dépôts et Consignations a sovereign fund with the double mission to protect companies from VAULUS funds or hostile OPAs and to take holdings in promising sectors.,406,
87,"Create a State Secretariat dedicated to economic changes attached to the Ministry of Finance in order to anticipate the developments in forms of work linked to new technologies (uberization, robotization, sharing economy, etc.).",701,
88,"In cooperation with the sectors concerned, establish a new regulation to preserve fair competition.",403,
89,Set innovation in France by preventing in the event of a public subsidy that the company be assigned to a foreign company for ten years.,411,
90,"Promote the strategic sectors of research and innovation, by increasing the tax deductibility of donations.",411,
91,Increase the public research budget by 30 % (to bring it to 1 % of GDP).,411,
92,Create a large Ministry of Overseas and the Sea in order to enhance the maritime dimension of France,706,
93,And develop a vast strategic investment plan around the blue gold economy.,404,
94,Put ordering in our public finances by the end of bad public spending (in particular those related to immigration and the European Union),414,
95,and by the fight against social and tax fraud.,605.1,
96,Get out of dependence on the financial markets by again authorizing direct financing of the Treasury by the Banque de France.,408,
97,Support companies by favoring the real economy,H,
98,"Lighten the administrative and fiscal complexity weighing on VSEs-PMEs: dedicated one-stop shop (social, fiscal and administrative), generalization of the ""employment service title"" to very small businesses,",303,
99,"Replacement of the arduousness account, inapplicable in its current form, by a new device based on a personalized evaluation thanks to an occupational medicine which will be reconstructed.",701,
100,The arduousness observed will be offset by an increase in retirement annuities.,504,
101,"To promote hiring, reduce the number of administrative obligations linked to the social threshold of 50 employees and merger the representative institutions of staff between 50 and 300 employees (excluding union representation) into a single structure retaining the same skills.",701,
102,Lower the social charges of VSEs-PME in a legible and significant way by merging all the self-determination devices in a decreasing manner (the CICE will be transformed into load reduction and will enter the device).,402,
103,This load reduction will be conditioned on the maintenance of employment.,701,
104,Maintain the rate at rate reduced to 15 % of corporate tax for VSE-PMEs and create an intermediate rate at 24 % (instead of 33 %) for SMEs.,402,
105,Fluidifying the transmission of companies by granting the total exemption of the most values of the transfer of the shares and shares of SMEs-PMIs after seven years.,401,
106,Impose on the State and local authorities compliance with payment deadlines by applying truly imperative and automatic penalties.,303,
107,Release access to credit for small and very small businesses thanks to preferential rates under the supervision of the Banque de France in order to provide finance at the service of the real economy.,402,
108,Divide by two the maximum interest rate (wear rate) for loans and banking overdrafts (Agios) for businesses and households.,412,
109,"Make France a land of innovation: to refocus research tax credit to SMEs and startups, direct part of life insurance (2 %) to venture capital and startups and encourage large groups to createTheir investment fund in innovative companies.",411,
110,Guarantee social protection,H,
111,Set the legal retirement age at 60 with 40 annuities of contributions to receive a full retirement.,504,
112,Withdraw the labor law (known as the El Khomri law).,701,
113,"Gradually enhance the family quota ceiling, restore the half-share of widows and widowers and the tax exemption from the increase in retirement pensions for parents of large family.",504,
114,"Implement a real natalist policy reserved for French families, restoring the universality of family allowances and maintaining their indexing on the cost of living.",603,
115,Restore the free distribution of parental leave between both parents.,701,
116,"Strengthen intergenerational solidarity by allowing each parent to transmit 100,000 euros without taxation to each child every five years (instead of fifteen years currently) and by increasing the ceiling of donations without taxation to grandchildren to 50,000 euros, alsoEvery five years.",201.1,
117,Create a social shield for the self-employed by offering them the choice to join the general regime or to keep the specificity of their regime after a total RSI overhaul which will operate on the basis of the quarterly revenue self-declaration.,704,
118,Act for purchasing power,H,
119,"Revaluate the minimum old age (ASPA) everywhere in France, including overseas, and condition it to French nationality or twenty years of residence in France, which will also increase very small pensions.",504,
120,"Establish a purchasing power bonus (PPA) for low incomes and small pensions (for income up to 1,500 euros per month), funded by a social contribution on imports of 3 %.",409,
121,Immediately lower the regulated gas and electricity prices by 5 %.,412,
122,Secure the deposits and savings of the French by repealing the European Directive on the Banking Union and the provision of the Sapin II law which provide for the puncture or the frost of bank savings and life insurance contracts in the event ofthreat of banking crisis.,403,
123,Maintain the freedom and plurality of means of payment.,403,
124,Mirror the sanctions against business leaders guilty of fraudulent agreements or actions that puncture part of the purchasing power of consumers.,605.1,
125,Freeze the authorizations granted to supermarkets and mail order warehouses awaiting a global audit of the sales areas for large distribution.,412,
126,Maintain the legal weekly work at 35 hours.,701,
127,Authorize negotiations on the lengthening of working time exclusively at the level of professional branches and provided of full wage compensation (37 hours paid 37 or 39 hours paid 39).,701,
128,Tax exemption and maintain their increase.,701,
129,IV - A just France,H,
130,100 % protect the health of French,H,
131,Guarantee social security for all French people as well as reimbursement of all risks supported by health insurance.,504,
132,"To perpetuate its financing by simplifying the administration of the system, by fighting against financial mismanagement and by investing in new digital tools to allow sustainable savings.",504,
133,Raise the Numerus Clausus access to health studies to avoid the massive use of foreign doctors and allow the replacement of the numerous retirement departments planned.,503,
134,"Promote cooperation between healthcare professionals, by recognizing the specific skills of each.",504,
135,"Fighting medical deserts by establishing a boarding school in the areas concerned, allowing retired doctors to exercise there with charges and developing health homes.",503,
136,Maintain local hospitals as much as possible and increase the staff of the hospital public service.,503,
137,Create a fifth social security risk dedicated to dependence in order to allow each French to treat themselves and live in dignity.,503,
138,Support French startups to modernize the health system.,411,
139,"Save money by removing state medical aid reserved for illegal immigrants,",414,
140,"By fighting against fraud (creation of a biometric vital card merged with the identity title),",605.1,
141,"By lowering the price of expensive drugs (via the increase in the proportion of generics), by developing the sale of the reimbursable drug unit (by imposing on laboratories the adaptation of their production channels).",504,
142,Protect the complementarity of the double public and liberal health system.,704,
143,"Protect the territorial network of independent health players (pharmacies, analysis laboratories, etc.).",704,
144,Reorganize and clarify the role and obligations of health and food security agencies and ensure their independence.,403,
145,Make taxation fairer,H,
146,"Ensure a fair tax contribution, by refusing all increase in VAT and CSG and by maintaining the ISF.",503,
147,Reduce income tax by 10 % over the first three tranches.,503,
148,Operate a tax simplification by removing taxes with very low yield.,303,
149,Remove the withholding tax in order to protect the privacy of French people and avoid additional administrative complexity for businesses.,303,
150,Effectively fight against tax evasion,605.1,
151,To preserve our social model by attacking tax havens and by creating a tax on the activity carried out in France by the large groups and the profits that would have been diverted.,503,
152,Continue international tax cooperation for this purpose.,503,
153,Deprive multinational market access to public contracts that practice tax avoidance and refuse to regularize their situation.,605.1,
154,"Denounce tax conventions with the Gulf countries which grant industrial privileges, which facilitate the takeover of the French economy by petrodollars and which are contrary to national interest.",406,
155,Allow everyone to find their place,H,
156,"Revaluate manual work by establishing professional sectors of excellence (gradual abolition of the single college, authorization for apprenticeship from 14 years old).",506,
157,Develop vocational or technological high schools of the second chance throughout the territory for students who left the school system without a diploma.,506,
158,"Create a ""first job"" system which completely exempts from charges the first hiring of a young person under the age of 21 by a company for a maximum period of two years.",701,
159,"For real social justice, transfer to higher and professional education establishments the burden of finding an internship offer to each student.",506,
160,Extend to the metropolis the adapted military service on the model of that in force in overseas.,104,
161,Expand and generalize the third competition of the public service and reserve it for over 45s with at least eight years of experience in the private sector.,303,
162,Delicate and revalue the index point for civil servants.,701,
163,Preserve the status of the public service.,701,
164,"For the sake of equality, establish the deficiency period in the public and the private sector for the payment of daily health insurance allowances.",701,
165,"Faced with pressure from supranational authorities, maintain the ban on GPA and reserve the PMA as a medical response to sterility problems.",701,
166,"Create a civil union (improved PACS) which will replace the provisions of the Taubira law, without retroactive effect.",603,
167,"Revaluate the allocation to disabled adults (AAH), give more resources to the departmental houses of disabled people (MDPH) and develop a care worthy of autism and autism spectrum disorders.",504,
168,"Public power must provide increased aid to people with disabilities, as well as their family.",504,
169,"Facilitate access to employment for people with disabilities, strengthen the fight against all discrimination related to disabilities and health and extend the right to be forgotten to adults in long -term affection remission, with amaximum delay of 5 years.",503,
170,Impose an accessibility standard for the visually impaired and the hearing impaired.,504,
171,Launch a complete audit on the reception and care structures of children in order to put an end to the drifts observed within some of them.,303,
172,Reorganize and improve childhood assistance policies.,504,
173,V - A proud France,H,
174,Defend the unity of France and its national identity,H,
175,"Defend the national identity, the values and traditions of French civilization.",601.1,
176,Inscribe in the Constitution the defense and promotion of our historical and cultural heritage.,601.1,
177,Erect French citizenship in privilege for all French people by registering in the constitution of national priority.,601.1,
178,Permanently popping all the public buildings of the French flag and withdrawing the European flag.,601.1,
179,Revaluate the pensions of veterans by realling the available credits.,504,
180,Promote secularism and fight communitarianism.,608.1,
181,Inscribing in the Constitution the principle: “The Republic does not recognize any community.,608.1,
182,"Restoring secularism everywhere, extending it to the entire public space and inscribing it in the Labor Code.",608.1,
183,Defend the French language.,601.1,
184,"In particular, repeal the provisions of the Fioraso law which make it possible to restrict teaching in French in universities.",601.1,
185,Strengthen the unity of the nation by promoting the national novel and the refusal of state repentance that divide.,601.1,
186,"Promote republican assimilation, a more demanding principle than that of integration.",608.2,
187,"Restore real equality and meritocracy by refusing the principle of ""positive discrimination"".",503,
188,Défendre l’unité et l’intégrité du territoire français en réaffirmant le lien indissoluble entre la métropole et l’Outre-mer.,601.1,
189,UNE FRANCE QUI TRANSMET ET SE TRANSMET,H,
190,"Ensure the transmission of knowledge by strengthening fundamental learning (French, history, calculation).",506,
191,"In primary school, reserve half of the teaching time for French, written as well as orally.",601.1,
192,"Remove ""teaching languages and cultures of origin"" (ELCO).",608.1,
193,"Make school an ""inviolable asylum where the quarrels of men do not enter"" (Jean Zay), therefore by imposing not only secularism, but also neutrality and security.",608.1,
194,Restore authority and respect for the master and establish the wearing of a uniform in school.,603,
195,Return to the reform of school rhythms.,506,
196,Restore real equality of opportunity by regaining the path of republican meritocracy.,503,
197,"At university, go from a selection by failure to a merit selection.",506,
198,Refuse the draw as a selection means.,506,
199,Revaluate the merit scholarships.,506,
200,"Defend the French higher education model, which goes through the complementarity of the university and the grandes écoles.",601.1,
201,"Massively develop alternation (apprenticeship contract, professionalization contract) in crafts, the public and private sector and make professional training more efficient, less opaque and less expensive.",506,
202,A France that creates and radiates,H,
203,Strengthen the network of French schools and high schools in the world.,506,
204,Develop popular patronage by creating a dedicated digital platform.,502,
205,Build a heritage programming law to allow better support for maintenance and preservation of heritage.,502,
206,Increase the allocated budget by 25 %.,502,
207,Put a stop to the sales policy abroad and to the deprived of palaces and national buildings.,406,
208,"Launching a large national plan for creating sectors (high schools, universities) of art trades in our territories and set up a network of artists' nurseries throughout the territory.",502,
209,Restore a real generalist musical education in schools.,502,
210,"Reform the Superior Audiovisual Council with the creation of three colleges: one composed of state representatives, the second of professionals, the third of civil society representatives (consumer associations, viewers, etc.).",502,
211,Returning the intermittent status of the show by creating a professional card in order to preserve this regime while operating better control of the structures that abuse it.,502,
212,Remove Hadopi and open the global license site.,502,
213,"Create a ""high -level sports contract"" of a renewable three -year duration allowing amateur sportsmen representing the nation in international competitions to live with dignity and to devote themselves entirely to their discipline.",704,
214,Support small clubs to allow the presence of a maximum of French players in professional clubs and fight against the financialization of professional sport.,406,
215,Strengthen actions against violence in amateur sport,605.1,
216,And impose strict respect for secularism and neutrality in all sports clubs.,608.1,
217,VI - A powerful France,H,
218,Enforce France,H,
219,Leaving NATO's integrated military command so that France is not trained in wars that are not its.,109,
220,Ensure an autonomous defense capacity in all areas.,104,
221,Reconstruct a French industrial offer in all areas of defense to meet the needs of our armies and guarantee our strategic independence.,104,
222,Increase the defense budget from the first year of the mandate to 2 % of the GDP then reach around 3 % by the end of the five -year term.,104,
223,These minimum 2 % will be included in the Constitution.,104,
224,This substantial effort will notably finance:,104,
225,"· A second aircraft carrier called ""Richelieu"", essential for the permanence at the sea of our aeronaval group;",104,
226,"· The increase in staff (to reconstruct them at their 2007 level, or around 50,000 additional soldiers);",104,
227,· The sustainability of our nuclear deterrence force;,104,
228,"· The general increase in our army format (more aircraft, ships, armored vehicles) and the modernization of equipment;",104,
229,The gradual recovery of a military service (minimum compulsory 3 months).,104,
230,Redo a major country from France in the world,H,
231,"Engaging France in the service of a multipolar world based on equality in law of nations, their permanent consultation and respect for their independence.",107,
232,Based international policy on the principle of realism and restore France to its role of stability and balance.,109,
233,Strengthen the links between peoples who have French in sharing.,601.1,
234,"Implement a real co-development policy with African countries based as a priority on primary school development aid, assistance in improving agricultural systems and aid to strengthen the tools of defense toolsand security.",107,
235,VII - A sustainable France,H,
236,"France, agricultural power at the service of a healthy food",H,
237,"Apply economic patriotism to French agricultural products to immediately support our peasants and fishermen, in particular through public procurement (State and communities).",703.1,
238,Transform the common agricultural policy into a French agricultural policy.,703.1,
239,"Guarantee the amount of subsidies whose criteria will be set by France and no longer by the European Union, with the objective of saving and supporting the French model of family farms.",703.1,
240,"Refuse free trade treaties (Tafta, Ceta, Australia, New Zealand, etc.).",406,
241,"Develop short circuits from production to consumption, by reorganizing the sectors.",416.2,
242,"Simplifying the daily life of farmers by stopping the explosion of administrative norms and encouraging the installation of young farmers, through tax exemption during the first years.",703.1,
243,"Defending quality: in order to combat unfair competition, prohibit the importation of agricultural and food products that do not comply with French standards for health security, animal and environmental well-being.",403,
244,"Impose the total traceability of geographic origin and the place of transformation on the label, in order to guarantee the transparency and complete information of consumers.",403,
245,"Promote agricultural exports, in particular by supporting quality labels.",703.1,
246,Environment and energy transition: France must aim for excellence,H,
247,"To preserve the environment, break with the economic model based on the wild globalization of exchanges and social, health and environmental dumping;True ecology consists in producing and consuming as close as possible and retreating on site.",416.2,
248,"In order to combat energy precariousness and act directly on the purchasing power of the French, make the habitat insulation a budgetary priority of the five -year term, because the cheapest energy is that which we do not consumenot.",416.2,
249,"Massively develop the French sectors of renewable energies (solar, biogas, wood, etc.) thanks to intelligent protectionism, economic patriotism, public and private investment and EDF's controls.",416.2,
250,Decree an immediate moratorium on wind turbines.,416.2,
251,"To maintain, modernize and secure the French nuclear sector, engage the great fairing, and keep state control over EDF, giving it a real public service mission.",411,
252,Refuse the closure of the Fessenheim power station.,412,
253,"Support a French hydrogen sector (clean energy), through state support for research and development, in order to reduce our dependence on oil.",416.2,
254,"Prohibiting the exploitation of shale gas, as long as satisfactory conditions in environmental, safety and health are not met, and apply the precautionary principle by prohibiting GMOs.",501,
255,Make animal protection a national priority.,501,
256,Defend animal welfare by prohibiting slaughter without prior stunning and by replacing animal experiments as much as possible.,501,
257,"Refuse the model of farm farms, of the ""firm of 1,000 cows"" type.",501,
258,Ensure equality throughout the territory and strengthen access to housing,H,
259,"Guarantee equal access to public services (administrations, gendarmerie, water, health, transport, local hospitals and health homes, etc.) throughout the territory and in particular in rural areas.",503,
260,The liberalization of the rail wanted by the European Union will be refused.,413,
261,La Poste and the SNCF will remain public enterprises.,413,
262,"Gather in one ministry regional planning, transport and housing.",411,
263,Rebalance city policy towards desertified and rural areas.,503,
264,Facilitate access to property by strengthening the helped loan systems and improving the buy -back conditions by the tenants of their social housing to reach 1 % of the HLM park sold each year.,409,
265,Reduce transfer duties by 10 %.,401,
266,"Reduce household housing expenditure by a large plan to build the construction and rehabilitation of housing, by falling the housing tax for the most modest and the frost of its increase, and by the sustainability of APL(Deletion of taking the heritage into account in their calculation).",504,
267,"Create a ""protection-locking game"": launch a large student housing construction plan and revalue the APLs for young people up to 27 years old from the first year of the five-year term.",504,
268,"Reserve primarily for the French the allocation of social housing, without retroactive effect, and mobilize it to the audiences who need it most.",608.2,
269,Really apply the obligation of peaceful enjoyment under penalty of decline of the lease.,403,
270,Rationalize and simplify urban planning and construction standards in order to absorb tensions on the housing market.,403,
271,"Ensure the preservation of the environment and protected natural spaces (coast, mountain, etc.).",501,
272,"Support the infrastructure investment effort, especially in rurality (very high speed, telephone coverage, roads, etc.)",411,
273,"and renationize the motorway companies to give the French a heritage that they have funded and of which they were robbed;More generally, refuse the sale of strategic assets held by public power.",413,
