,Unnamed: 0,text,cmp_code,eu_code
89,283,The exuberant lobbying in Brussels and Berlin must be contained.,304,
90,284,We want to significantly tighten the regulations regarding the secondary activities of parliamentarians to prevent bribes.,304,
91,285,We have already imposed our own MPs about our statutes.,304,
92,286,"Furthermore, we are committed to a lobbyist law with concrete rights, duties and sanctions for mandate and lobbyists, which corresponds to exemplary regulations of other democracies.",304,
93,287,Freedom and responsibility,H,
94,288,Freedom and responsibility are at the center of our image of man.,201.1,
95,289,We assume the ability and willingness of everyone to shape his life in freedom and responsibility,201.1,
96,290,and to get his affairs and that of his family.,603,
97,291,We reject the congestion and indoctrination by the state or social groups.,201.1,
98,292,Performance instead of quota - freedom instead of discrimination,H,
99,293,The constitutionally guaranteed equality between man and woman has nothing to do with the equality and equalization propagated by the party cartel.,201.1,
100,294,The AfD rejects any kind of odds.,201.1,
101,295,"They are anti -performance, unjust and represent an unconstitutional discrimination against those who do not benefit from the quota.",201.1,
102,296,Protection of personal freedom from digital attacks,H,
103,297,"Interference in privacy through monopolistic, data -driven large corporations, authorities and secret services sometimes clearly exceed the constitutionally guaranteed freedom rights.",201.1,
104,298,"We want to counteract this danger of our freedom,",201.1,
105,299,give back their informational self -determination to the citizens,201.1,
106,300,and strengthen these constitutionally.,201.1,
107,301,Protect the whistleblower,H,
108,302,The EU directive on the protective provider protection is inadequate.,110,
109,303,We call for a uniform German law with understandable clear rules and a corresponding adaptation of civil service law.,110,
110,304,Internal whistleblower channels prescribed for us are important components of such a law,201.2,
111,305,"And alternative external reporting options for an independent, independent authority",201.2,
112,306,"as well as the full protection of the point of reference against reprisals, including a legally guaranteed confidentiality.",201.2,
113,307,The totalitarian tendencies have also accepted a degree of democracy in Germany.,202.1,
114,308,The unconstitutional opening of the border and the massive fundamental rights restrictions in the name of the Corona crisis were the previous highlights in the daily break of law and constitution by government politicians.,605.1,
115,309,The mainstream media have given up their elementary task as fourth violence,202.1,
116,310,and critical-objective reporting for government praise.,304,
117,311,So often only alternative media and whistleblower remain in the event of uncovering and disclosure in the government's injustice.,304,
118,312,"For this reason, anonymous whistle is indispensable for the uncontraction of corruption, abuse of power and other crimes in politics, administration, business and civil society organizations.",304,
119,313,Civil-- Freedom Law,H,
120,314,The principles of equality before the law,503,
121,315,And bourgeois freedom of contract are among the great civilizational achievements of Europe.,202.1,
122,316,"During the most part of human history, it was part of the unquestioned normality that people were unequal due to birth or stand unequal and in their legal self -determination, right up to the extreme rightlessness in the form of serfdom or slavery.",601.1,
123,317,Only the Christian and humanistic culture of the European peoples produced the aforementioned principles and realized it in a centuries -long process.,601.1,
124,318,"In the past few decades, a departure from these basic European values has been afraid.",601.1,
125,319,It is important to counter this civilization step backwards.,601.1,
126,320,"Article 3 of the Basic Law states: ""Men and women are equal.",503,
127,321,The state promotes the actual enforcement of equality between women and men and affects the elimination of existing disadvantages.,503,
128,322,"Nobody can be disadvantaged or preferred because of their gender. """,503,
129,323,These sentences have a clear and good sense.,503,
130,324,The right not to be disadvantaged by the state based on your own sex is an individual human right.,201.2,
131,325,Every person is in the same way.,201.2,
132,326,"Some lawyers represent the false thesis, Article 3 of the Basic Law, the state allows individual people to be preferred or disadvantaged for their respective gender in order to ""equalize the genders presented as collectives"".",201.1,
133,327,"However, in a liberal constitutional state, it can never be a legitimate goal of enforcing a ""gender quota"" that is equally arbitrarily defined in arbitrarily delimited areas of social areas.",201.1,
134,328,Nor can a legally prescribed unequal treatment be a means of realizing equality.,201.1,
135,329,Laws that prescribe such are unconstitutional and rejected.,201.1,
136,330,The AfD will work in the German Bundestag for its cancellation.,305.1,
137,331,The alternative for Germany occurs to preserve or restore bourgeois self -determination in civil law.,201.1,
138,332,"That is why we reject so -called, anti -discrimination laws.",201.1,
139,333,"The central basic value of a free civil law is freedom of the contract, i.e. the freedom of each individual, to decide whether he wants to enter into legal relationships with another citizen.",201.1,
140,334,"Under the influence of the European Union, this fundamental principle of private autonomy in German legislation is destroyed step by step.",110,
141,335,"In a free basic order, the state is subject to the duty of equal treatment in its actions towards the citizen, but the citizen himself is free to design his private legal relationships.",201.1,
142,336,A cancellation of this separation between the state and society damages the freedom nature of the legal system and opens the door and gate for a totalitarian ruling order.,201.1,
143,337,The AfD will campaign in the German Bundestag against this development and for the preservation of a free private law order.,201.1,
144,338,EU and Europe,H,
145,339,A Europe of the fatherland,H,
146,340,The AfD stands for the freedom and self -determination of the European nations.,110,
147,341,We are committed to a Europe of the father countries as a community of sovereign states that work together in all those areas that can be better designed together.,108,
148,342,This includes in particular a free trade with fair competition.,401,
149,343,"In the sense of a prospering and peaceful Europe, a state -like European Union, as it is sought by the established parties, is counterproductive.",110,
150,344,"Self -responsible nation states, designed by lively democracies, cannot be replaced by over -national institutions.",110,
151,345,A group of neighboring states can cooperate constructively and peacefully on international law.,107,
152,346,"However, the attempt to form an overall state, however, to form 27 or even more countries with their own languages, cultures and historical experiences.",110,
153,347,"Such a structure does not have a state of a state,",601.1,
154,348,"still about the required minimum of cultural identity,",608.1,
155,349,what necessary prerequisites for successful states.,601.1,
156,350,"We want to preserve the sovereign, democratic nation state.",601.1,
157,351,"Only there can folk sovereignty be lived,",601.1,
158,352,The mother and the heart of democracy.,202.1,
159,353,Returning the European Union to a confident states,H,
160,354,A Union of European countries will only have a future if it succeeds in the ever faster rotating wheel of de -democratization,202.1,
161,355,"and to reach centralization into the spokes,",301,
162,356,Before today's EU perish by the perverted idea of its founding idea.,110,
163,357,"The unusual idea of a unit currency for states, which is completely different, has failed.",110,
164,358,It was a political idea that cannot be reconciled with economic laws.,110,
165,359,"With the introduction of the so-called ""Corona re structure package"", the transfer union was lifted into a new dimension.",110,
166,360,"This transfer union does not only contradict the European contracts and the promise of German politicians,",110,
167,361,but will result in the relegation of all European economies and conflicts between the states.,110,
168,362,The EU shows a comparable failure in the long -lasting migration crisis.,110,
169,363,Crisis management in the Corona crisis was also devastating.,110,
170,364,The EU is driving the undesirable developments in climate and energy policy through unimaginably costly law and subsidy packages.,110,
171,365,The long-term disaster of these debt and redistribution escapades will particularly affect German taxpayers.,110,
172,366,The vehemence with which the European Union has promoted the transformation to the planned economy super state in recent years has brought us to the realization that our fundamental reform approaches in this EU cannot be realized.,110,
173,367,We consider Germany's exit from the European Union and the establishment of a new European Economic and Interest Group.,110,
174,368,taxes and finances,H,
175,369,No EU taxes,H,
176,370,The right to collect taxes must remain completely in the national competence of the Member States of the European Union.,110,
177,371,Tax revenues determine national households.,601.1,
178,372,Budget sovereignty represents the central control option of parliament on government action.,202.1,
179,373,The introduction of several taxes required by the EU Commission in connection with the “Recovery Fund” in the EU Commission in the EU's legal settlement and earnings must therefore be prevented.,110,
180,374,For a tax system with few tax types and understandable system,H,
181,375,The tax reform concept of the former constitutional judge Kirchhoff is a good example of a large reform.,303,
182,376,"In the event of concentration on the two large tax types (sales tax and income tax), the property tax, trade tax and several, according to their amount, could be omitted without replacement at the federal level.",303,
183,377,"For example, energy tax, sparkling wine tax and the coffee tax.",303,
184,378,"At the state level, the beer tax and at the local level should be eliminated by the amusement tax, the snack permission tax, the hunting and fishermen and the second home tax.",303,
185,379,They all have in common that they are administrative and weak.,303,
186,380,They do not make any significant contribution to state financing.,303,
187,381,Abolition of substance taxes,H,
188,382,The situation is similar with the so -called substance taxes.,401,
189,383,"This includes the already mentioned property tax, which is based on house and property ownership, the wealth tax as well as the inheritance and gift tax.",401,
190,384,"With currently around 800 billion annual tax revenue of the overall state, their share is overall at a low single -digit percentage.",401,
191,385,"In addition, the wealth tax was declared unconstitutional in 1995.",401,
192,386,The property tax is regulated in the legislative sovereignty of the federal government.,401,
193,387,Their advent only flows to the municipalities.,401,
194,388,She was also declared unconstitutional because of the evaluation problems of the basic and building.,401,
195,389,"Their tax -systematic survey is unclear, which is why their authorization to exist and its constitutionality in law is high.",401,
196,390,"If it is a second wealth tax in truth, which speaks a lot for, it is also confiscation and therefore to abolish.",401,
197,391,Their volume corresponds to about 10 % of the total tax revenue of the municipalities.,401,
198,392,"As a replacement for the municipalities, the AfD strives to change the distribution key of the large types of tax in favor of the municipalities.",401,
199,393,"Basically, the aim of the AfD is to significantly reduce tax and tax burden in Germany (according to OECD only exceeded by Belgium worldwide!)",401,
200,394,It is important to stop the massive emigration of German companies and specialists abroad in recent years,412,
201,395,and to make the business location Germany attractive for investments.,402,
202,396,The economic structure of Germany is extremely strongly shaped by medium -sized companies on a scale.,402,
203,397,"They employ the relative most employees, train the Moisten apprentices by far and often exist over several generations.",402,
204,398,"In the event of a transition in the inheritance, in particular within the family, even more drastically on the company substance by means of inheritance tax, with the result of the destruction of functioning companies.",401,
205,399,Cross -generational preservation of value for the benefit of all of us has been prevented for decades by socialist equality and class -fighting feelings of envy.,401,
206,400,The AfD opposes this.,401,
207,401,Inheritances are initially matters between waterproofers and heirs.,401,
208,402,There is no acceptable reason to make tax cases from mourning cases.,401,
209,403,The AfD therefore calls for the abolition of inheritance tax.,401,
210,404,We want to become a country of apartment owners,H,
211,405,The acquisition of land and residential property is subject to real estate transfer tax.,401,
212,406,"It is measured in percent of the acquisition costs and makes it difficult to form the ownership of broad sections of the population,",401,
213,407,who strive for the acquisition of housing property as the goal of a self -determined life.,201.1,
214,408,Germany is the country across Europe with less than 50 % with the slightest property rate for housing care.,401,
215,409,We want to change this and make it easier to acquire residential property by abolishing real estate transfer tax when purchasing real estate for self -use.,401,
216,410,"Decades ago, there was a one -time real estate tax exemption for the acquisition of self -used housing ownership under certain conditions.",401,
217,411,Elementary tax justice instead of nominal value principle and unequal treatment of tax citizens,H,
218,412,"Since there is almost always a certain inflation of the money, it was and is an act of gross injustice, the progressive table burden on income and the assessment bases, which are significantly determined by allowances, exemptions, lump sums and flat rates, to leave (nominal of long periods of time (""Cold progression"").",503,
219,413,"In the event of an inflation of 2 % annually, allowances melerate by over 20 % of their originally legally wanted monetary value within 10 years.",503,
220,414,The same applies to the disproportionately rising tax burden with only nominal income growth by fixing the control table.,503,
221,415,"Since the 18th legislative period of the Bundestag, individual laws have been adapted to inflation by individual laws and the basic allowances and the table amounts have now also increased.",503,
222,416,"In the decade of this, however, this did not happen, with the result that in Germany, for example in stark difference to Switzerland, one is already being loaded with the top tax rate with a slightly above -average income.",401,
223,417,It is a commandment of elementary justice to carry out automatic legislative dynamization for both phenomena.,401,
224,418,This was therefore repeatedly requested by the AfD parliamentary group in the application.,401,
225,419,"Tax justice is just as elementary if the solidarity surcharge, which was introduced for reasons for financing the structure of the east, does not also apply after the loss of these transfer services.",401,
226,420,"The decisive constitutional lawyers consider the now complete abolition of the ""solos"" to be constitutionally imperative.",401,
227,421,"The AfD parliamentary group has already made several requests in the Bundestag to vote, all of which were rejected by a majority.",401,
228,422,"With effect for 2021, the tax surcharge has now been abolished for lower and medium -sized income groups - with the consequence that about half of the 20 billion of the annual volume is eliminated.",401,
229,423,"However, the second half of the volume remains - for example for all Kleine GmbH - for the other income taxpayers as an additional burden.",401,
230,424,The principle of equal treatment of all taxpayers is blatantly violated.,401,
231,425,The Federal Constitutional Court will have to decide on the legality of this procedure.,201.2,
232,426,Adjust taxation at digital age: Introduction of a digital tax,H,
233,427,"The AfD calls for the introduction of a digital tax for tech giants (""Gafam""), which is not raised on the profit but on the turnover of these companies.",403,
234,428,"It is conceivable to tax sales from the placing of personalized advertising on the basis of user data, sales from mediation services between users and sales from the sale of user data.",403,
235,429,"Since negotiations on the introduction of a digital tax have failed at European level for the time being, several European countries are already planning a corresponding regulation at the national level or have already implemented it in parts.",403,
236,430,Germany should join quickly and get a national digital tax on the way.,403,
237,431,"Economy: For a ""Blue Deal""",H,
238,432,Economic and innovation policy for Germany,H,
239,433,The AfD stands for a market economy economic policy:,401,
240,434,"Protection of property, freedom of contract, the unity of action and liability, freedom of occupation and a competitive economic order are elementary components of a liberal and prospering bourgeois society.",401,
241,435,We want to preserve them and correct undesirable developments.,401,
242,436,"In recent years, the conditions for the increase in prosperity have deteriorated.",410,
243,437,The global economy has lost on a journey.,410,
244,438,"Politically initiated upheavals such as ""climate rescue"" demand enormous investments and restructuring and make some industries brutally.",401,
245,439,This is how the core of the German economy is weakened.,410,
246,440,"At the same time, according to a study by the European Central Bank, Germany lies in the rear places in various prosperity indicators in a European comparison.",410,
247,441,"In this situation, Corona pandemic temporarily paralyzes the international economy and leads to a dramatic decline in value creation.",410,
248,442,The German economy is export -oriented,406,
249,443,and dependent on international labor division.,109,
250,444,That is why our country is particularly affected by the global effects of the Corona crisis.,410,
251,445,The AfD therefore wants to attribute the economy to a normal development path.,401,
252,446,Medium -sized business,H,
253,447,"The German middle class not only provides a large part of the jobs,",701,
254,448,It also forms a stability anchor for our economic structure with its flexibility and inventiveness.,402,
255,449,"He often creates this without government subsidies and tax reliefs, from which large corporations in particular benefit.",401,
256,450,"However, it does not cope with the double burden of politically initiated structural fractures and panda miebe -related restrictions.",401,
257,451,Millions of rescue packages cannot replace a recovery of the real economy or bring about overnight;,414,
258,452,"Instead, only a redistribution in the sense of the ""large transformation""",403,
259,453,And promoted to the detriment of our competitiveness on the world market.,406,
260,454,Expose politically induced loads,H,
261,455,We want to completely free the economy from politically caused loads.,401,
262,456,For this we want to adapt the legal situation where necessary.,401,
263,457,"At the national level, we are committed to compensation for the economic sectors, which are particularly affected by the Corona measures.",402,
264,458,"Technology leadership with ""Blue Deal""",H,
265,459,The German inventory is legendary.,601.1,
266,460,"Today, however, inventors are mobile and often emigrate because they are enhanced with requirements and do not find the development support and donors who promote the establishment of a company.",402,
267,461,We have to reverse this development.,402,
268,462,We want to unleash investment in technology leadership with a Blue-Deal development plan by:,411,
269,463,"Align school education, university education and research on MINT subjects,",506,
270,464,"Promote the implementation of scientific knowledge in products,",411,
271,465,Promote independence and inventory and thus use the dynamics of small innovative units.,402,
272,466,"For example, we see technological and economic future opportunities",411,
273,467,"In the reconstruction of a national pharmaceutical medical competence cluster,",504,
274,468,"In the list and implementation of a development plan quantum computing,",411,
275,469,in the development of technologies and business models for space use.,411,
276,470,"To do this, we want to improve the framework conditions for investments in Germany,",402,
277,471,"Bring the infrastructure to a contemporary stand,",411,
278,472,End state interventions in the energy market so that Germany's business location remains internationally competitive.,401,
279,473,We want to reduce bureaucracy and make the state more efficient,303,
280,474,"By detoxification and flexibility of labor law,",701,
281,475,"Cerexion for the disadvantage of medium -sized businesses compared to multinational large corporations,",403,
282,476,"Ensuring reliable legal and regulatory framework,",403,
283,477,"Review, if necessary dismantling or limiting regulations and subsidies,",414,
284,478,Checking and reducing the economic areas of the law for susceptibility to dispute.,605.2,
285,479,"Social market economy instead of socialist ""industrial policy""",H,
286,480,Our understanding of the social market economy includes an impaired interaction between entrepreneurs and employees.,403,
287,481,"They are not opponents, but cooperate in the spirit of the social partnership in order to achieve operational goals and to balance interests.",403,
288,482,"As an AfD, we are committed to participating and participating the employees in the companies",701,
289,483,And to generally binding collective agreements.,701,
290,484,"In contrast, we decidedly reject claims for expropriations, abolition of private property and freedom of contract, agitation class struggle rhetoric or deliberately brought about conflicts by representatives of left -wing parties.",401,
291,485,They endanger social peace and a trusting cooperation,401,
292,486,"The future of organized entrepreneurship and employee representatives is blue: Our socio-political goal remains ""prosperity for everyone""! """,410,
293,487,We reject that the federal government increasingly sees itself as an entrepreneur.,401,
294,488,It takes direct influence on companies and innovations and tries to control the economy through specifications and subsidies.,304,
295,489,This type of state economy regularly leads to economic decline.,304,
296,490,We want to revive Ludwig Erhard's social market economy,403,
297,491,and create prosperity for everyone.,410,
298,492,The task of the state is intended to preserve the competition,403,
299,493,"And the prevention of monopolies, cartels and other influences that harm the market mechanism.",403,
300,494,"Protection against competition, state -prescribed price increases for supposedly good purposes or the creation of ""European monopolies"" propagated by the federal government are not included.",403,
301,495,The euro failed,H,
302,496,The creeping conversion of the State Association of Europe into an EU Central State for 30 years has never been wanted or democratically legitimized by the European peoples.,110,
303,497,The euro does not have the institutional basis that would be an indispensable constitutional prerequisite for its legitimacy.,110,
304,498,The EU today is a state -,110,
305,499,And no longer as a confident nation states.,110,
306,500,The business basis of the euro has also been destroyed for over ten years.,110,
307,501,"With the Corona crisis, the last inhibitions to breach of the constitution have also fallen.",110,
308,502,"Today we are experiencing a contractual, even socialist community liability, transfer payments and debt at the level of the EU as well as prohibited state financing and economic policy by the ECB",110,
309,503,- all largely on Germany's costs.,110,
310,504,Germany has to escape from the setting euro system,H,
311,505,The AfD also stands in currency policy for a social market economy,403,
312,506,"and national personal responsibility,",110,
313,507,Friendly coexistence in Europe.,108,
314,508,The basis of the euro currency was: avoiding excessive debts in all EU countries and no liability of the states.,108,
315,509,Both rules are permanently broken.,110,
316,510,"The euro is ""saved"" every day with billions of billions.",110,
317,511,"This via trillion -heavy guarantees, guarantees and even direct money gifts to ""needy"" states;About ""facilities"", ""economic stabilization funds"", ""Next-generation-EU"" fund, ""European stability mechanisms"", EU short-time worker programs, interest-free loans, clearing loans (TARGET2), purchases of government bonds by the ECB-average bank system.",110,
318,512,"As well as planned EU taxes, all of these measures are illegal because they violate the bans of monetary state financing or the mutual liability.",110,
319,513,"Therefore, Germany must terminate this ""transfer union""",110,
320,514,"And end the wrong way of permanent rescue by reintroduction of a national currency, if necessary with parallel maintaining the euro or an ECU-like more flexible clearing unit.",110,
321,515,"Any further participation in the ""rescue policy"" is equivalent to bankruptcy pregnancy at the expense of future German taxpayers.",110,
322,516,"No debt admission by the EU, auxiliary loans only at the national level",H,
323,517,"Today, the EU is aimed at accepting its own debts, contrary to the wording of the EU contracts.",110,
324,518,"The funds are procured by new debt and then spent on countless, mostly ideologically motivated projects according to the kind of landlord.",110,
325,519,"However, liability and repayment remain with the nation states.",110,
326,520,"The co-liability of Germany for these loans taken by the EU, which will largely benefit the euro crisis countries, inevitably leads to a deterioration in Germany's creditworthiness.",110,
327,521,"The AfD calls for an immediate hiring of any borrowing of the EU, which would be at the expense of future German generations.",110,
328,522,"If loans to mitigate the consequences of exaggerated corona measures of the government are taken up, this may only happen at the national level.",110,
329,523,End additional inflation through excessive corona measures,H,
330,524,"Due to the excessive policy of the Federal Government, the EU and the ECB in the Corona crisis, economic depression and massive inflation are also threatened",410,
331,525,"Since large parts of the ""Corona funding programs"" are unproductive and, as a pure amount of money supply, flow into consumption, which cannot be satisfied on the offer side.",414,
332,526,The AfD calls for the Corona-related expenditure programs and the associated debt to limit the necessary level.,414,
333,527,"The Federal Government must not agree to an EU corona programs for which Germany is only helped, from which it receives little performance, but will suffer additional damage from the impending inflation.",110,
334,528,End ECB zero interest rate policy,H,
335,529,The ECB should be a second German Bundesbank.,110,
336,530,"Instead, she runs a monetary policy of anti-economic zero and negative interest rate policy.",110,
337,531,"In the long term, this destroys all capital -covered old -age security systems from company pensions, to state -funded capital -covered pension systems, private life insurance to private savings assets.",110,
338,532,"In the meantime, more than 500 billion euros have been missing over the past few years.",110,
339,533,The negative interest rate policy of the ECB means that no longer competitive companies remain in the market as “zombies” and provide healthy companies an unfair competition.,110,
340,534,Zero interest rates lead to serious capital deficiency allocation in the real economy.,110,
341,535,"In Germany, 20% to 50% of companies could no longer earn their capital costs in a normal interest rate environment.",110,
342,536,"This is equivalent to a permanent, state -funded bankruptcy dislocation by the federal government.",110,
343,537,"After just a few years, this will lead to a cascade -like breakdown of even healthy companies and form the prelude to comprehensive depression.",110,
344,538,Negative interest rates also lead to further economic damage because the German capital stock cannot be used profitably by many trillion euros.,110,
345,539,"The alternative course devaluation caused by the ECB policy and the prices explosion on the stock and real estate market destroy the purchasing power,",110,
346,540,what employees in particular,701,
347,541,and pensioners are affected.,706,
348,542,Interest manipulation drives real estate prices up and thus also rents.,110,
349,543,"Negative interest rates expropriate savers,",110,
350,544,Renter,110,
351,545,and pensioner,706,
352,546,And lead to poverty in the long term.,504,
353,547,The ECB policy also leads to the destruction of the markets for bonds.,110,
354,548,"While the Deutsche Bundesbank has only bought government bonds once in 50 years, this has been the daily ""business model"" for the ECB since 2015.",110,
355,549,"As of the end of 2020, she acquired government and private bonds for five trillion euros;",110,
356,550,"To a large extent, the ECB also operates ideological and forbidden economic policy.",110,
357,551,"This superstatical “rescue policy” violates applicable EU law, including the prohibition of state financing by the central bank and the prohibition of liability for debts from other Member States.",110,
358,552,"The rescue policy also violates all assurances that have been given since the 1990s, ""never to be liable for other countries"".",110,
359,553,The AfD calls for a return to the law:,605.1,
360,554,"(1) All measures of the ECB to manipulate the free capital market must be set,",110,
361,555,"(2) No state financing by the ECB,",110,
362,556,"(3) No de facto of the debts,",110,
363,557,"(4) Limitation of the ECB to pure monetary policy,",110,
364,558,"(5) No secret and highly ideological economic policy about ""Green Deal"" and bond purchases and",110,
365,559,(6) End of zero-interest policy and the ECB bond attributes.,110,
