,text,cmp_code,eu_code
24,"The power of a bureaucratic and oligarchic Europe that often favors interests distant from the 'common good', nothing to do with the political and democratic Europe that animated the sleepy of its founding fathers, acts on us.",110.0,
25,But let's not forget that every time of crisis brings with it a new and unique possibility.,305.0,
26,"It is also for this reason that politics must return credible and get closer to the needs of each one, because in the scenarios of crisis an architecture must be refounded, grasping the best from any model of society and inveraging it.",305.0,
27,The exact opposite of the technocratic vision.,305.0,
28,"Young people, people, families, businesses, must become cornerstones of a new balance made of innovation and cohesion.",305.0,
29, ,,
30,"There is a need for more political, no less, nor of anti -political or technocracy.",305.0,
31,"Politics as a destiny of the community, space of the link and the relationship, a place where different visions of the world compete to leave a mark in history.",305.0,
32,"The time has come to collect the challenges of our time, to regenerate Italy.",305.0,
33,The challenge,,
34,"1) Person and peoples, the future of Italy and Europe.",,
35,"We belong to Italy and we are Europeanists, because we believe in the Europe of peoples, but not in that of finance and oligarchies.",110.0,
36,"We want to defend the conquest of a single currency, but we want it to be the coin of European peoples and not the tool of power of the banks.",110.0,
37,"The euro acts as a amplifier of the dysfunctions of the national states, making the renovation measures unpliable that for too many years have been postponed to ""better times"".",110.0,
38,Today the euro is spreading the awareness of the irresponsible policies that have caused the current debt of sovereign states.,110.0,
39,"We cannot escape these responsibilities, but we contest the road that ECB and EU travel, that of the ""perpetual recession"", of austerity, of the tax burden without policies for growth.",110.0,
40,We believe in popular sovereignty as the foundation of national loyalty and a just and shared relationship between state and person.,202.0,
41,We believe that the popular will should be respected at every level and that it cannot be mortified by decisions taken outside the democratic process.,202.0,
42, ,,
43,"To break down the distance that exists between popular will and government, the right to choose their institutional representatives must be returned to citizens.",202.0,
44,"In a nation that must find sovereignty and democracy, in order to start again on the path of development you need a different system, a structure capable of combining efficiency and savings.",202.0,
45,The choices:,,
46,"Europe must be returned to its peoples with the transition from economic to the political to the political one and the consequent direct election of the President of the Commission, filling the deficit of democracy and popularity.",202.0,
47,Sovereignty sharing makes sense if accompanied to this process.,202.0,
48,"Transformation of the European Central Bank into a lender of last resort to protect the euro from speculative attacks, maintaining its functional independence and coordinating with the other representative institutions.",108.0,
49,Opening of a constituent phase to modernize Italian institutions with a more modern and efficient constitution.,204.0,
50,"Passage no longer postponable to a presidential republic, with direct election of the President of the Republic and strengthening of the executive powers.",204.0,
51, ,,
52,"Elimination of ""perfect bicameralism"": a single legislative chamber and a senate of the local regions and autonomies.",204.0,
53,Halving the number of parliamentarians.,204.0,
54,"Equation in the establishment of the active and passive electorate for the elections of the Chamber and Senate,",204.0,
55,"elimination of any other age constraint to hold institutional positions, starting from that of President of the Republic.",204.0,
56,The challenge,,
57,2) a new public ethics,,
58,"The scandals overwhelmed politicians, administrators and employees of the state.",304.0,
59,A situation that sets Italy to the last places in the international rankings on corruption.,304.0,
60,"This phenomenon involves estimated costs in 60 billion per year to which indirect costs are added, delays in administrative practices, the malfunction of the public machine, the mala-management of resources, the loss of competitiveness and the brake on growth.",304.0,
61, ,,
62,"Bad politics is not only made of illegality and robberies, but also of myopian choices that make the cost of the generous benefits given in search of immediate consent fall on the new generations.",304.0,
63,"As in the case of baby pensions, paid today by young people who will never have their own or the one who has gradually reduced investments and infrastructures to inflate current expenditure and the patronage system.",304.0,
64,"It is no longer time of cunning, we will not repeat the shame of the first republic, we will not put our heads in the sand like the second.",304.0,
65,The non -negotiable goal is to leave our children a better land than we live in.,304.0,
66, ,,
67,The choices:,,
68,Life for life for those who have been definitively sentenced for crimes against the public administration.,304.0,
69,"In our party, no re -acting even for those who had kept inappropriate behaviors and in any case in contrast with its principles of correctness and transparency.",304.0,
70,"Equation of political parties to public bodies with budget obligation, reporting, advertising, limits and methods of spending.",304.0,
71,"To those who do not comply with the budget requirements and do not guarantee compliance with their statute decreases public funding gradually, until its elimination.",304.0,
72,"Introduction in the establishment of the principle of equity between generations and generational impact assessment for the laws in the process of approval, a useful principle to establish that a generation cannot live above its possibilities at the expense of subsequent ones, as happened in the lastdecades.",503.0,
73,"Removal of career progressions for seniority in the public administration, introducing objective assessments of merit and independent to establish levels of responsibility and related salaries.",303.0,
74,The identity card can no longer be enough.,303.0,
75,The challenge,,
76,3) attack waste and privileges,,
77,"The privilege is the first enemy of the merit, because it stems from position income and not from the quality of the work.",303.0,
78,It is the first and most hateful factor that mortifies the private initiative.,303.0,
79,"Especially in the public administration, where the moral mandate is added to the duty of the service to work for the common good.",303.0,
80, ,,
81,"Today in Italy those who get involved are forced to play a match made up by those who defend old privileges falsely renamed ""acquired rights"".",303.0,
82,That this happens to the highest levels of the public machine we can no longer tolerate it.,303.0,
83,"It is necessary to hit the dome of the privileged, the Boiards of State, the super-manager, the bureaucratic anachronistic that no reform has ever been able to scratch.",303.0,
84,"The state budget will not be restored, but common life will be based on a principle of equity now rarefied.",303.0,
85,The choices:,,
86,"Introduction of rigorous merit criteria for access to administrative offices, even more stringent as the level of responsibility for the state rises.",303.0,
87,"Creation of a new public administration school, made of excellence and integrated with European parameters.",303.0,
88,Application of the roof to public fees.,303.0,
89,"Revocation of gold pensions, a legacy of the First Republic, paid with public money.",303.0,
90,There can be no more privileges that resist in the social revolution in progress.,303.0,
91,Beyond a certain threshold must be calculated with the contribution method.,303.0,
92,"Revocation of the golden annuities, accrued after a few years of service and cumulable to each other without any limit or criterion.",303.0,
93,They are all calculated with the contribution method.,303.0,
94,Stop the bonuses in the paycheck obtained for seniority and not by merit.,303.0,
95,"Abolition of proliferated waste over the years and no longer sustainable: representative offices of local authorities outside its borders, blue cars for the entire public sector, starting with politicians, managers and officials, expenses of out of measure, overlap of activities between entitiespublic.",303.0,
96,The challenge,,
97,"4) Keep the debt, reduce the expense",,
98,Today 1369 children will be born in Italy.,414.0,
99,Each of them will find 33 thousand euros of debts waiting for him.,414.0,
100,"This boulder was loaded by a generation that banned with state resources, getting up from the table without paying the bill.",414.0,
101,"At the same, the politicians of the time must have said: ""Waiting for a couple of decades and someone else will pay"".",414.0,
102, ,,
103,Today the feat in front of us is fearful: to reduce a debt of 2000 billion constantly growing.,414.0,
104,The challenge is to bring the debt/GDP ratio below 100% over 5 years.,414.0,
105,"It is not possible to believe that the policy of rigor, made of greater taxes, is the recipe for reducing debt.",414.0,
106,The best proposal remains: reduce unproductive expenditure and promote growth.,414.0,
107,The choices:,,
108,Reduce the debt stock:,,
109,Alienation of part of the public real estate assets and enhancement of state concessions.,414.0,
110,"Sale of the companies considered non -""strategic"" participated by the treasure, regions and local authorities.",414.0,
111,"Immediate stipulation of an agreement with Switzerland, as done by Germany, Austria and the United Kingdom, to tax the capitals hidden by Italian tax evaders in the raisins of Swiss banks.",414.0,
112,Reduce public spending:,,
113,"Reduction of public spending, cutting waste and inefficiencies.",414.0,
114,"The state returns to play the role that is proper to him, retreating to excessive protagonism on the market of goods and services.",414.0,
115,"Today there are 4942 bodies participated by local authorities, to which must be added those participated by regions and central status.",414.0,
116,"These are entities, companies and companies that act in the most disparate sectors (less than 60% of these deals with ""local public services"") and which record several billion losses every year.",414.0,
117,"The public machine must continue to carry out few things, those that succeed well, and at a right cost for the community, without abandoning its vital functions: health, justice, education, safety, defense, essential and strategic services.",414.0,
118,Everything else must be left to free competition.,414.0,
119,Interventions on the revenue of the state,,
120,Fight against tax evasion.,605.0,
121,The annual tax evaded in Italy is estimated between 120 and 180 billion.,605.0,
122,"Half derives from the criminal economy, other substantial voices are the evasion of big companies and the submerged work.",605.0,
123,A contained part derives from the evasion of SMEs and another residual from self -employed workers.,605.0,
124,"On the basis of these data, the action of contrasting the evasion must focus on criminal activities, big companies and banks that make up beyond 2/3 of the total evasion.",605.0,
125,"Unacceptable that the tax authorities has moved disputes to Italian banks for a sum around 5 billion for unpaid taxes and penalties, recovering only 1 billion, or that the Court of Auditors contested the game companies 98 billion and the state hopesto recover just 2.5.",605.0,
126,"Introduction, in the sectors with a strong suspicious evasion, of the ""contrast of interest"" between those who provide a good or service and those who buy it with the system of the deductibility of the tax security, as already happens in building renovations and according to the customs of different democraciesWesterners.",605.0,
127,Full use of community funds.,303.0,
128,"In the 2007-2013 programming, we are now less than 30% of use of the available resources (37.9 billion), with even 27 billion still to be spent.",303.0,
129,"The risk is to lose these resources and have to return them to the EU, or to use them, as often done in the past, thanks to a race against time at the expense of the quality of the initiatives made.",303.0,
130,"The cumbersomeness of the implementing procedures must be reduced by promoting system actions on large geographical areas,",303.0,
131,introduce automatic subsidiarity systems of the central state for the regions late with the use of the funds of their relevance.,303.0,
132,Objective zero waste.,303.0,
133,Awaken the largest taxpayer in Italy: economic growth.,410.0,
134,"When the wealth of a nation contracts, the tax base on which the state can count for its revenue decreases.",410.0,
135,"Thanks to economic growth, on the contrary, the state revenue increases, even keeping the level of taxation unchanged or even reducing it.",410.0,
136,The challenge,,
137,"5) grow, not to die",,
138,Sometimes it appears incredible how the Italian private sector has managed to remain competitive;,401.0,
139,"Despite a dramatic context, made by an inefficient public administration, infernal taxation, a chronic deficiency of infrastructure, a juniper of laws and obstacles, a strong presence of crime.",401.0,
140,"If only it was possible to simplify life to our production system, we would see some beautiful ones.",401.0,
141,For everyone.,401.0,
142,"Because the greater growth, the greater wealth and revenue, the better the accounts of the state and the better the social status.",401.0,
143, ,,
144,The strongly innovator spirit that characterized the advent and affirmation of the center -right in Italy from 1994 to the present day has undergone a sharp braking for the inability to implement those reforms that should have free the active and productive energies of the nation.,401.0,
145,"The constraints imposed by the different consolidated powers and interests, vaulted from vault represented by unions, finance, lobby, cheap potentates have unfortunately had the better of the objective of blurring, dissolving vital energies from crossed vetoes.",401.0,
146,"In addition, the manifestation of the world crisis - first of a financial nature and later resulted with all its virulence against the real economy and the production capacity of the West - acute the stall in which the option offered by our governments wasfall, perhaps also due to the lack of determination and courage in some decisive moments.",401.0,
147, ,,
148,"Our economy which, although weakly, seemed to have overcome the great crisis of 2008-2009 has returned to recession with a dramatic impact on employment, production, consumption and more generally on the life of our companies.",401.0,
149,"On the SMEs in particular, in the last two years, an impressive number of negativity have been concentrated: increased production costs, consistent drop in turnover, generalized increase in direct, indirect and local taxation, credits with P. A. practically unrecoverable, cost of theIncreased money, possibility of obtaining substantially nothing funding, increasingly expensive pension and ever heavier labor costs.",401.0,
150,"In the face of this storm that hit our production system, the technical government has considered more useful and urgent to give answers to the financial world.",401.0,
151,It is time to reverse this trend and put the real economy back to the center of government action.,401.0,
152,"Fratelli d’Italia - National center -right was born precisely with the aim of resuming and making its own the innovative challenges that the PDL has not been able to carry out, first of all moving in the direction of support for the company and work.",401.0,
153,The choices:,,
154,"Reduction of the tax burden, which today is officially 45.3% but in real terms it reaches 54%, a sad world record.",402.0,
155,Less taxes can be and owed.,402.0,
156,"It is no longer procastinable to reduce the tax burden, starting from a reduction in tax charges and IRAP,",402.0,
157,then income taxes (starting from the lower rates),402.0,
158,and finally of consumption taxes.,402.0,
159,"A strong and progressive reduction of the tax wedge at work, concentrated, precisely, on the social charges, on the tax base IRAP and on IRPEF on low employees income, is the only way to quickly buy competitiveness.",402.0,
160,"For this reason, it may be a useful signal to introduce a roof to 40% taxation in the Constitution in the ratio between tax revenues and gross domestic product.",402.0,
161,Compliance with the statute of taxpayers.,402.0,
162,"Approved in 2000, the citizen was supposed to defend it in order not to make it a subject but, only in 2010 did the foundation of accountants count more than 400 violations.",402.0,
163,The rules were violated with avalanches of tax standards that had effects in the same tax period or even retroactive.,402.0,
164,The state and its agencies are the first to respect their laws.,402.0,
165, ,,
166,"Review the so -called ""profitometer"".It is necessary that this institution be profoundly reviewed and improved, on the one hand eliminating some evident anomalies and illogicality in order to give an increasingly truthful representation of the contribution capacity of the subjects subjected to control,",402.0,
167,"And on the other, introducing all the necessary guarantees to protect the taxpayer who today sees his right of defense strongly limited.",402.0,
168,"It is necessary to provide for adequate means and mechanisms of protection and defense, which first of all the clear definition of the nature of simple presumption, with the consequent burden of the proof of the financial administration,",402.0,
169,"the foreclosure to the latter of being able to proceed with the registration as a provisional role of the greater taxes ascertained and the penalties sloping judgment, if not only after any sentence of conviction at first instance,",402.0,
170,"The provision that the possible notice of assessment must report, under penalty of nullity, the reasons in relation to the justifications provided by the taxpayer during the contradictory.",402.0,
171,   ,,
172,Immediate repeal of the tax on the first home and return of the first home paid in 2012 through an extraordinary issue of government bonds.,402.0,
173,"Transfer of the full revenue of the IMU on the second home to the municipalities, as it was foreseen in the federalist reform interrupted by the Monti government.",402.0,
174,"Increase in taxation on the remaining unproductive income (speculative funds, unwanted real estate, etc.).",402.0,
175,"The IMU on the first house is worth about 3.4 billion, that is, just 0.4% of public spending, a recoverable amount reducing waste and inefficiencies.",402.0,
176,Not foreclosure of the house where you live a family.,402.0,
177,"The first house is the main heritage of Italian families, the first step for security and economic and social growth.",402.0,
178,"Today these families are afraid: Equitalia, the reliable agent of the Revenue Agency, for unpaid debts and various penalties has seized 37,000 houses in 2010 and 44,000 in 2011.",402.0,
179,"In 2012, foreclosures increased by 22.8 % and will in all probability about 50,000.",402.0,
180,An impressive number.,402.0,
181,"Those who bought a house with the sacrifices of a lifetime have conquered a right: nobody can take it away unless he is the one who committed it as a guarantee, for example for the mortgage or for a loan he decided.",402.0,
182,Enough of the caught houses for fines in the highway code!,402.0,
183, ,,
184,"Review the stability pact for small municipalities, differentiating the treatment of current expenditure from investment spending.",303.0,
185,Simplification and facilitation of the contribution.,303.0,
186,In 2011 1869 tax laws were counted partially or entirely in force and 1086 changes introduced to the consolidated tax text since 1988.,303.0,
187,"Full implementation of fiscal federalism according to the ""vote, I see, pay"" principle.",303.0,
188,"That is, the more the case is close to the direct control of citizens (municipalities), the easier it will be to avoid a bad use of the proceeds from taxation.",303.0,
189,Overcome the principle of historical expenditure by accelerating the transition to the standard cost mechanism.,303.0,
190,Simple rules to reduce the load of bureaucratic rules and obligations for companies that weigh on Italian companies for 23 billion a year equal to a point and a half of GDP.,303.0,
191,"Give concreteness to the solution of the year -old problem of the over 60 billion of credits boasted by the companies against P. A. for works already carried out, services already rendered, supplies already carried out.",303.0,
192,Resumption of investments and infrastructures.,410.0,
193,"The reduction of expenditure must be concentrated in unproductive spending, but must not preclude the possibility of carrying out the works necessary to improve the context in which companies act and citizens live.",410.0,
194,"Resume and accelerate the path towards a European policy aimed at growth: Eurobond, Project Bond and, together, the exclusion of infrastructure investments from the calculation of the deficit relevant for the purpose of compliance with the objectives of the fiscal compact.",410.0,
195,The challenge,,
196,6) Defending the specificity of our economy,,
197,"In the panorama described, made even more complex by the continuation of the international crisis, Italy has managed to maintain a competitive system thanks to the particular morphology of its economic structure: the presence of a parceled system of small and very small companies has allowed - in theLong season of economic development - great flexibility with market conditions, as well as having constituted the natural area of development of the imagination and production creativity of our companies.",401.0,
198,"But the reduced dimension, in time of crisis and globalization of production and commercial cycles, pays the duty to the lower ability to draw on the financial resources necessary to maintain competitiveness and invest in innovation and new technologies.",401.0,
199,"It must be recognized that the ""tax shield"" operation, or the opportunity offered to bring out capital to the unduly transferred abroad by paying a subsidized fee, did not have the desired effects in this sense: against over 100 billion euros regularized, less than 5 have been reinvested in companies owned by those who reported the capital in Italy.",303.0,
200,"The subsequent choice of the technical government to renegotiate the taxation rate with retroactive effect, did not produce the expected revenue and instead seriously harmful to the credibility of a state that first negotiates the conditions with its taxpayers and then changes them unilaterally, after iCitizens have decided to give credit to the settlement proposal.",303.0,
201, ,,
202,"Much of the inefficiencies of the public structure, of the connected services, of the necessary checks and the degree of intermediation between the citizen and the public administration, has been compensated so far by a vast and qualified network of professionals, who have been on the inefficiency if not to theInability to act of the state.",303.0,
203,"Doctors and pharmacists as part of the offer of the socio-health service;Notaries and lawyers in transactions, certifications and the task of early and direct expatition, as in the simplification and management of part of civil justice and minor dispute;Accountants for control, certification and electronic intermediation, as well as for the aid tasks to the checks of vigilant authorities;Engineers, architects and surveyors for the task of control, government and verification of compatibility in the use and development of the territory.",704.0,
204,They all played an irreplaceable role to support the needs of the state.,704.0,
205,The choices:,,
206,"Tax deductibility policies of the own means put in the company up to the maximum of the maximum income reported in the same temporal frame (accessible directly by the relevant entrepreneur) in the face of additional contributions of capital in the companies held or participatory, to make the recapitalization of their companies convenient",402.0,
207,"Furthermore, the greater endowment of the proper capital, in light of the bank parameters of Basel 2 and 3, determines an immediate extension of bank financialability by actually expanding to an exponential extent access to the liquid resources necessary to compete with the new markets.",402.0,
208,"A measure of this kind allows: an increase in resources immediately available for the company;The possibility for banks to expand the credit lines, whose ceiling depends on the relationship between own means and financed capital;the emergence of income so far as little known.",402.0,
209,"Incentives for the consortium, vertical and horizontal, of SMEs compatible for districts, cycles or production goods or marketing areas;",402.0,
210,Also by promoting access to credit and the confidi guarantee system by certified superstructures including multiple companies.,402.0,
211,"Investment in the professions, to which increasingly broader functions must be delegated as part of the offer of public services and in the intermediation methods;",704.0,
212,"It is necessary to overcome the demagogic approach that led the technical government to pretend to implement a liberalizing reform by decreasing guarantees and professional controls to those who carry out recognized tasks, risking indiscriminate access to only harm of the guarantees for citizens/users,",704.0,
213,"And forgetting to liberalize public utility services, access to networks, the finance control system, banks and insurance companies, as well as implementing a true policy of privatization of public investments.",401.0,
214,The challenge,,
215,7) A new credit system is possible,,
216,"We do not intend to demagogically rent to credit institutions the fault of the crisis, finding an easy scapegoat against which to convey people's anger.",403.0,
217,"Precisely because the role that banks hold in the economic system is strategic, it is necessary to rethink them.",403.0,
218,Banks are an essential tool for the real economy.,,
219,"Ours is therefore a challenge of responsibility for the strategic role in the economic and monetary field that Europe has entrusted to them: to be an instrument of economic recovery, entering new liquidity in an asphyxiated market, providing companies and families with the oxygen necessary toovercome the moment of difficulty we cross.",403.0,
220,"For this, the ECB and the Union have chosen to help the private banking system, rather than the governments of the sovereign states.",403.0,
221,"This task was disregarded: between December and February, the ECB has allocated 255 billion to Italian banks at a subsidized 1%rate, but loans to families and businesses instead of increasing have decreased in Italy of almost 35 billion euros.",403.0,
222,"On the contrary, in the first six months of 2012, the purchase of government bonds by Italian banks underwent a real boom: + 93 billion.",403.0,
223,"In light of the returns of the securities in the same period of time, it was a speculation with profit margins up to six times higher than the initial investment.",403.0,
224,"A political speculation, because of course the spread has fallen and the Monti government was able to claim the result in front of public opinion.",403.0,
225, ,,
226,"Even worse, from the point of view of the credibility of the ECB, is what happened in France: here a large slice of subsidized rate funding has been addressed in the financial companies owned by the main industrial groups, by these promptly converted into credit institutions authorized to collect theEuropean funds.",403.0,
227,"In this way, the resources that Member States have intended for the relaunch of the economy have served to amplify the financial capabilities of the few beneficiaries (automotive companies in the first place), in evident around the main community rules on competition and combat the aid ofState.",403.0,
228,The choices:,,
229,"Supervision of the States and European institutions on respect for the pacts: it is the duty of Europe and Italy to make sure that the billions of euros of loans provided to banks to restore liquidity to the system come to families and businesses, without stopping in the coffers of the institutescredit which, on the contrary, close the taps.",403.0,
230,It is also necessary that European institutions define a specification with the correct methods of use of community resources allocated to support economic growth and prepare a credible sanctioning system against those who do not relate to the provisions.,403.0,
231,"Ware of a law that separies business banks from commercial ones, dividing ordinary banking activities from speculative ones.",403.0,
232,"Prohibition of financial speculations and high -risk operations with the money of the account holders, small savers, businesses and families.",403.0,
233,In a moment of crisis like the current one there must be no margins for the hazard on the resources of the weakest.,403.0,
234,Enhancement of the confidoes by proposing their guarantee funds adequately and recognizing the essential role of support to the entrepreneurial system.,402.0,
235,"State-regions pact to use the regional operational plans of the European Social Fund in all regions for microcredit projects, in support of small businesses and self-employed workers who have difficulties in accessing bank credit.",402.0,
236,Introduction of a maximum roof to the compensation of managers and constraints to the distribution of dividends for credit institutions that make use of the guarantee fund for Italian banks introduced in the 'Salva Italia'.,403.0,
237,The challenge,,
238,8) A future of work,,
239,Economic growth is the necessary condition to reduce unemployment.,701.0,
240,"When companies close, there is no form of the labor market that can protect employment.",701.0,
241,For decades it was the theme of work as if it were independent of economic dynamics and globalization.,701.0,
242,"The failure to adjust the labor market to the new needs of the world economy has made it possible that it was to be tolerable to bend atypical contracts, born for other needs, to the needs of flexibility of the economic system.",701.0,
243,"The ""atypicals"" have thus become Serie B workers, without the guarantees of ""classic"" workers, but essential to the estate of our economy.",701.0,
244,"With this trick, the system continued to work, at least apparently, until the economic crisis has brought over all the limits.",701.0,
245,"The great challenge that awaits us is to eliminate the differences in treatment that exist between workers, to ensure that the flexibility needs required by the economy are equally divided among all.",701.0,
246,"It is time that our people rediscover the solidarity that is proper to them and return to act as a true national community that protects and protects all citizens, without unjustified differentiations.",701.0,
247,  ,,
248,"The other great challenge is to be able to correct the misalignment existing between supply and demand, between training course undertaken by many young people and real knowledge required by companies.",701.0,
249,The choices:,,
250,Reduction of the tax wedge in the early years of hiring a new worker.,701.0,
251,Strengthening of apprenticeship as a transition between training and work and as a tool for accessing the world of work.,701.0,
252,Conclusion of the reform of work according to the principle of equal rights of all workers.,701.0,
253,"Reform that is inspired by the single contract for all, a system that provides for a growing degree of protection with the seniority of service in a given company, with greater flexibility in the early years and a fair degree of rigidity in the following years.",701.0,
254,Incentive to forms of participation in profit by workers.,701.0,
255,Single system of social safety nets for all workers and strengthening active policies.,701.0,
256,"Enhancement of traditional works and manual works, especially of quality craftsmanship.",701.0,
257, ,,
258,Introduction of orientation to work and education to entrepreneurship in the school subjects of each secondary institute.,701.0,
259,"Improvement of connection tools between school, university and world of work.",701.0,
260,"Opening and incentive to the appeal of company bargaining, district or territory to give punctual and less tied responses to the centralizing vision of the union conservatism.",701.0,
261, ,,
262,The challenge,,
263,9) The Welfare Revolution,,
264,"The great challenge is to move from an inefficient and expensive assistance system that places the citizen as a passive assisted, to a less expensive system that ensures equal or better services.",504.0,
265, ,,
266,"It is necessary to change this large old, slow and expensive machine and transform it into an instrument capable of giving real answers to the ever -growing and changing social needs, despite the scarcity of resources.",504.0,
267,"The welfare model is wrong, non -decisive and no longer sustainable.",505.0,
268,"Applying the principle of subsidiarity not only means putting the citizen at the center of the choices, orienting social policies in the right direction, but above all freeing energy, also economic, neglected, with a virtuous circle that features the public sector, the private sector and the non-Profit.",505.0,
269,"The ""Welfare Revolution"" also passes through the enhancement of the third sector: Sentinel of the social drives, an indispensable partner of local authorities, a healthy bearer of values in the era of the crisis which is cultural before financial.",504.0,
270,"Local authorities and institutions, in turn, must direct their efforts in the fight against social unease through the prevention and promotion of healthy lifestyles.",504.0,
271,"While guaranteeing the possibility of care, social and working reintegration to those who deputy a discomfort (physical, psychic and social), the ""culture"" of ""damage reduction"" must be definitively overcome, through the prevention of risk behaviors.",504.0,
272,A sector in which prevention continues to be the most effective tool for the protection of citizens is certainly that of road safety.,605.0,
273,"Road accidents constitute the main cause of mortality in Italy of Under 30, a terrible fact both because it is the result of absolutely avoidable risk behaviors in the vast majority of cases both for the social cost and this sad phenomenon represents.",605.0,
274, ,,
275,So the social status takes the hand of those who have remained behind without curbing those who in the meantime has gone on: this is the equality of the opportunities that the freedom guarantees to people.,503.0,
276,The choices:,,
277,Establishment of social vouchers to make the citizen free to choose the structure where you can contact your requests.,504.0,
278,The voucher is a purchase title corresponding to a monetary value that legitimizes the obtaining of goods or services in accredited structures.,504.0,
279,"The transition to the management of social and health services with the use of vouchers would oblige the services of the services to operate in a competitive market, improving their quality;",504.0,
280,"The beneficiary can then choose, in a free market, the body from which to be assisted.",504.0,
281,"The tool is also effective for counteracting abuses, such as that of false disabled.",504.0,
282,Medium-long term social programming capable of responding to the social needs present and anticipating future ones.,504.0,
283,"Reducing to think in the emergency has built the rubber wall against which today and main social issues are clashing: demographic aging, increase migratory flows, new poverty.",504.0,
284,Substantial investment in the third sector as a social party.,504.0,
285,"Go beyond the declarations of intent and involve him in the definition of the social policies of which he is the actuator, thus involving the bearers of need",504.0,
286,Overcoming the dichotomy (and sometimes of the conflict) between public and private: encourage companies that commit themselves into the 'corporate social responsibility'.,505.0,
287,"Work insertion of the disadvantaged categories: the overcoming of assistance passes through a radical change of perspective that sees people in difficulty not only ""assisted"", but active part and socio-economic resource of the community.",504.0,
288,Introduction of road safety as a mandatory matter in schools with a specific ministerial program.,605.0,
289,"Deepen the possibility of the introduction into the criminal code of the crime of ""road murder"", without prejudice to the considerations and limitations of a legal nature that such a hypothesis entails.",605.0,
290,"Incentivize the training on road safety, introducing the deductibility of the course costs for obtaining the license and for refresher courses.",605.0,
291,"Implementation of tax subsidiarity policies through the stabilization of 5x1000 so that it is not only the public to take charge of social services, but also taxpayers.",505.0,
292,Make this tax tool more efficient that gives non-profit to guarantee services with the help of taxpayers.,505.0,
293,"Simplification, incentive and promotion of tax breaks for private citizens and companies that give resources to non -commercial and non -profit entities.",504.0,
294,The challenge,,
295,10) a justice that works,,
296,"If justice does not work, the state does not work, the economy is affected, the international credibility of Italy is prejudiced.",605.0,
297,"In the ""Justice"" sector we must have an overall vision of the system, trace a path that, already through the enucleation of the first topics on which to intervene, gives the imprint of what we want: a right, serious justice, in some ways friend,transparent, fast and guaranteed.",605.0,
298,"A close justice, who knows how to stay in place and give answers.",605.0,
299,"The current experience tells us that the reform of this sector has become a priority, because it concerns the rights of people, the ethics of politics and the constitutional principles of the state.",605.0,
300,And that investments are needed.,605.0,
301,"Currently, the funds allocated for the administration of justice in the state budget are too few and the conspicuous revenues that in various forms come from justice are destined elsewhere.",605.0,
302,There is a need for a global rethinking of the entire architecture of the judicial system.,605.0,
