text,cmp_code
And we will make sure that law-abiding Americans living abroad are not unfairly penalized by finding the right solutions for them to the requirements under the Foreign Account Tax Compliance Act (FATCA) and Report of Foreign Bank and Financial Accounts (FBAR).,progressivism
"at the expense of working families, seniors, and the health of our economy.",progressivism
and too many corporations outsourcing jobs at the expense of American workers and communities.,progressivism
"while at the same time failing to protect workers’ rights, labor standards,",progressivism
We need to end the race to the bottom and develop trade policies that support jobs in America.,progressivism
That is why Democrats believe we should review agreements negotiated years ago to update them to reflect these principles.,progressivism
Any future trade agreements must make sure our trading partners cannot undercut American workers by taking shortcuts on labor policy,progressivism
"They must not undermine democratic decision-making through special privileges and private courts for corporations,",progressivism
"we will oppose trade agreements that do not support good American jobs, raise wages,",progressivism
And it should protect a free and open internet.,progressivism
Democrats believe that everyone deserves the chance to live up to his or her God-given potential.,progressivism
"We know that there are barriers standing in the way of that goal,",progressivism
from the enduring scourge of systemic racism,progressivism
to our deeply broken immigration system,progressivism
to discrimination against people on the basis of sexual orientation or gender identity,progressivism
—and we are committed to facing those problems and fixing them.,progressivism
"Being stronger together means reaching communities that have been left out and left behind for too long, from coal country to Indian Country to neighborhoods held back by multigenerational poverty.",progressivism
"In America, we do not tear each other down—we lift each other up.",progressivism
Democrats will fight to end institutional and systemic racism in our society.,progressivism
"We will challenge and dismantle the structures that define lasting racial, economic, political, and social inequity.",progressivism
"Democrats will promote racial justice through fair, just, and equitable governing of all public-serving institutions and in the formation of public policy.",progressivism
"Democrats support removing the Confederate battle flag from public properties, recognizing that it is a symbol of our nation's racist past that has no place in our present or our future.",progressivism
We will push for a societal transformation to make it clear that black lives matter and that there is no place for racism in our country.,progressivism
America’s economic inequality problem is even more pronounced when it comes to racial and ethnic disparities in wealth and income.,progressivism
It is unacceptable that the median wealth for African Americans and Latino Americans is roughly one-tenth that of white Americans.,progressivism
"These disparities are also stark for American Indians and certain Asian American subgroups, and may become even more significant when considering other characteristics such as age, disability status, sexual",progressivism
The racial wealth and income gaps are the result of policies that discriminate against people of color,progressivism
and constrain their ability to earn income and build assets to the same extent as other Americans.,progressivism
It has accumulated over time and is made worse by ongoing policies and practices.,progressivism
"For example, African Americans and Latinos lost more than half of their net worth as a result of the housing crisis and the Great Recession, because they lost jobs at a much faster rate than white workers and because they were disproportionately targeted for subprime, predatory, and fraudulent mortgages during the run-up to the housing crisis.",progressivism
Democrats believe it is long past time to close this racial wealth gap.,progressivism
and improving opportunities for people from all racial and ethnic backgrounds to build wealth.,progressivism
"Federal policies must remove barriers to achieving sustainable homeownership,",progressivism
"provide for greater diversity in federal and state contracting practices,",progressivism
"incentivize and expand access to retirement investment programs,",progressivism
"increase opportunities for quality jobs and education,",progressivism
and challenge the deeply rooted structures that perpetuate and exacerbate current disparities and ultimately stagnate the nation’s economic growth and security.,progressivism
Democrats are committed to reforming our criminal justice system and ending mass incarceration.,progressivism
"Something is profoundly wrong when almost a quarter of the world’s prison population is in the United States, even though our country has less than five percent of the world’s population.",progressivism
We will reform mandatory minimum sentences and close private prisons and detention centers.,progressivism
"Research and evidence, rather than slogans and sound bites, must guide criminal justice policies.",progressivism
"Across the country, there are police officers inspiring trust and confidence, honorably doing their duty, deploying creative and effective strategies, and demonstrating that it is possible to prevent crime without relying on unnecessary force.",progressivism
"They deserve our respect and support, and we should learn from those examples and build on what works.",progressivism
We will work with police chiefs to invest in training for officers on issues such as de-escalation and the creation of national guidelines for the appropriate use of force.,progressivism
"We will encourage better police-community relations, require the use of body cameras, and stop the use of weapons of war that have no place in our communities.",progressivism
"We will end racial profiling that targets individuals solely on the basis of race, religion, ethnicity, or national origin, which is un-American and counterproductive.",progressivism
"We will require the Department of Justice to investigate all questionable or suspicious police-involved shootings,",progressivism
We will assist states in providing a system of public defense that is adequately resourced and which meets American Bar Association standards.,progressivism
And we will reform the civil asset forfeiture system to protect people and remove perverse incentives for law enforcement to “police for a profit.”,progressivism
"Instead of investing in more jails and incarceration, we need to invest more in jobs and education, and end the school-to-prison pipeline.",progressivism
"We will remove barriers to help formerly incarcerated individuals successfully re-enter society by “banning the box,” expanding reentry programs, and restoring voting rights.",progressivism
"We think the next President should take executive action to ban the box for federal employers and contractors, so applicants have an opportunity to demonstrate their qualifications before being asked about their criminal records.",progressivism
"The ""war on drugs"" has led to the imprisonment of millions of Americans, disproportionately people of color, without reducing drug use.",progressivism
"Whenever possible, Democrats will prioritize prevention and treatment over incarceration when tackling addiction and substance use disorder.",progressivism
"We will build on effective models of drug courts, veterans’ courts, and other diversionary programs that seek to give nonviolent offenders opportunities for rehabilitation as opposed to incarceration.",progressivism
"Because of conflicting federal and state laws concerning marijuana, we encourage the federal government to remove marijuana from the list of “Schedule 1"" federal controlled substances and to appropriately regulate it, providing a reasoned pathway for future legalization.",progressivism
"We support policies that will allow more research on marijuana, as well as reforming our laws to allow legal marijuana businesses to exist without uncertainty.",progressivism
"And we recognize our current marijuana laws have had an unacceptable disparate impact in terms of arrest rates for African Americans that far outstrip arrest rates for whites, despite similar usage rates.",progressivism
"We will abolish the death penalty, which has proven to be a cruel and unusual form of punishment.",progressivism
It has no place in the United States of America.,progressivism
The application of the death penalty is arbitrary and unjust.,progressivism
"And, exonerations show a dangerous lack of reliability for what is an irreversible punishment.",progressivism
"We have been inspired by the movements for criminal justice that directly address the discriminatory treatment of African Americans, Latinos, Asian Americans and Pacific Islanders, and American Indians to rebuild trust in the criminal justice system.",progressivism
"The United States was founded as, and continues to be, a country of immigrants from throughout the world.",progressivism
It is no coincidence that the Statue of Liberty is one of our most profound national symbols.,progressivism
"And that is why Democrats believe immigration is not just a problem to be solved, it is a defining aspect of the American character and our shared history.",progressivism
"The Democratic Party supports legal immigration, within reasonable limits, that meets the needs of families, communities, and the economy",progressivism
People should come to the United States with visas and not through smugglers.,progressivism
"Yet, we recognize that the current immigration system is broken.",progressivism
"More than 11 million people are living in the shadows, without proper documentation.",progressivism
"The current quota system discriminates against certain immigrants, including immigrants of color, and needs to be reformed to the realities of the 21st century.",progressivism
And there are real questions about our detention and deportation policies that must be addressed.,progressivism
Democrats believe we need to urgently fix our broken immigration system—which tears families apart and keeps workers in the shadows—,progressivism
"and create a path to citizenship for law-abiding families who are here, making a better life for their families and contributing to their communities and our country.",progressivism
"We should repeal the 3-year, 10-year and permanent bars, which often force persons in mixed status families into the heartbreaking dilemma of either pursuing a green card by leaving the country and their loved ones behind, or remaining in the shadows.",progressivism
We will work with Congress to end the forced and prolonged expulsion from the country that these immigrants endure when trying to adjust their status.,progressivism
We must fix family backlogs and defend against those who would exclude or eliminate legal immigration avenues and denigrate immigrants.,progressivism
"And while we continue to fight for comprehensive immigration reform, we will defend and implement President Obama’s Deferred Action for Childhood Arrivals and Deferred Action for Parents of Americans executive actions to help DREAMers, parents of citizens, and lawful permanent residents avoid deportation.",progressivism
"We will build on these actions to provide relief for others, such as parents of DREAMers.",progressivism
We will support efforts by states to make DREAMers eligible for driver's licenses and in-state college tuition.,progressivism
"We will invest in culturally-appropriate immigrant integration services, expand access to English language education, and promote naturalization to help the millions of people who are eligible for citizenship take that last step.",progressivism
We believe immigration enforcement must be humane and consistent with our values.,progressivism
"We should prioritize those who pose a threat to the safety of our communities, not hardworking families who are contributing to their communities.",progressivism
"We will end raids and roundups of children and families, which unnecessarily sow fear in immigrant communities.",progressivism
"We disfavor deportations of immigrants who served in our armed forces, and we want to create a faster path for such veterans to citizenship.",progressivism
We should ensure due process for those fleeing violence in Central America and work with our regional partners to address the root causes of violence.,progressivism
"We must take particular care with children, which is why we should guarantee government-funded counsel for unaccompanied children in immigration courts.",progressivism
"We should consider all available means of protecting these individuals from the threats to their lives and safety—including strengthening in-country and third-country processing, expanding the use of humanitarian parole, and granting Temporary Protected Status.",progressivism
"We will also vigorously oversee any programs put in place, to make sure that there are no abuses and no arbitrary deportation programs.",progressivism
We will establish an affirmative process for workers to report labor violations and to request deferred action.,progressivism
We will work to ensure that all Americans—regardless of immigration status—have access to quality health care.,progressivism
And we will expand opportunities for DREAMers to serve in the military and to then receive expedited pathways to citizenship.,progressivism
"We will fight to end federal, state, and municipal contracts with for-profit private prisons and private detention centers.",progressivism
"In order to end family detention, we will ensure humane alternatives for those who pose no public threat.",progressivism
"We recognize that there are vulnerable communities within our immigration system who are often seeking refuge from persecution abroad, such as LGBT families, for whom detention can be unacceptably dangerous.",progressivism
We reject attempts to impose a religious test to bar immigrants or refugees from entering the United States.,progressivism
It is un-American and runs counter to the founding principles of this country.,progressivism
His offensive comments about immigrants and other communities have no place in our society.,progressivism
This kind of rhetoric must be rejected.,progressivism
"Democrats will always fight to end discrimination on the basis of race, ethnicity, national origin, language, religion, gender, age, sexual orientation, gender identity, or disability.",progressivism
We need to promote civility and speak out against bigotry and other forms of intolerance that have entered our political discourse.,progressivism
"It is unacceptable to target, defame, or exclude anyone because of their race, ethnicity, national origin, language, religion, gender, age, sexual orientation, gender identity, or disability.",progressivism
"While freedom of expression is a fundamental constitutional principle, we must condemn hate speech that creates a fertile climate for violence.",progressivism
"We condemn Donald Trump’s demonization of prisoners of war, women, Muslims, Mexicans, and people with disabilities;",progressivism
his playing coy with white supremacists;,progressivism
and the climate of bigotry he is creating.,progressivism
"We also condemn the recent uptick in other forms of hate speech, like anti-Semitism and Islamophobia.",progressivism
We are committed to ensuring full equality for women.,progressivism
"Democrats will fight to end gender discrimination in the areas of education, employment, health care, or any other sphere.",progressivism
"We will combat biases across economic, political, and social life that hold women back and limit their opportunities and also tackle specific challenges facing women of color.",progressivism
"After 240 years, we will finally enshrine the rights of women in the Constitution by passing the Equal Rights Amendment.",progressivism
And we will urge U.S. ratification of the Convention on the Elimination of All Forms of Discrimination Against Women.,progressivism
Democrats applaud last year’s decision by the Supreme Court that recognized that LGBT people—like other Americans—have the right to marry the person they love.,progressivism
But there is still much work to be done.,progressivism
"LGBT kids continue to be bullied at school, restaurants can refuse to serve transgender people, and same-sex couples are at risk of being evicted from their homes. That is unacceptable and must change.",progressivism
Democrats will fight for the continued development of sex discrimination law to cover LGBT people.,progressivism
"We will also fight for comprehensive federal non-discrimination protections for all LGBT Americans, to guarantee equal rights in areas such as housing, employment, public accommodations, credit, jury service, education, and federal funding.",progressivism
"We will oppose all state efforts to discriminate against LGBT individuals, including legislation that restricts the right to access public spaces.",progressivism
We support a progressive vision of religious freedom that respects pluralism and rejects the misuse of religion to discriminate.,progressivism
We will combat LGBT youth homelessness and improve school climates.,progressivism
"We will support LGBT elders, ensure access to necessary health care, and protect LGBT people from violence—including ending the crisis of violence against transgender Americans.",progressivism
No one should face discrimination based on disability status.,progressivism
Democrats are committed to realizing the full promise of the Americans with Disabilities Act.,progressivism
We will protect and expand the right of Americans with disabilities to get the accommodations and support they need to live in integrated community settings.,progressivism
We will improve access to meaningful and gainful employment for people with disabilities.,progressivism
We will provide tax relief to help the millions of families caring for aging relatives or family members with chronic illnesses or disabilities.,progressivism
And we will continue to fight for ratification of the Convention on the Rights of Persons with Disabilities.,progressivism
We will work to build a stronger rural and agricultural economy.,progressivism
"Democrats will increase funding to support the next generation of farmers and ranchers,",progressivism
"We will encourage programs to protect and enhance family farms, a cherished way of life for millions of Americans.",progressivism
We will expand local food markets and regional food systems and provide a focused safety net to assist family operations that need support during challenging times.,progressivism
while expanding opportunities in rural communities across America.,progressivism
"While the EPA’s new Agricultural Worker Protection Standard goes a long way to protect farmworkers from harmful pesticides and herbicides, we recognize there is a lot more we can do.",progressivism
"The Democratic Party supports stronger agricultural worker protections including regulation of work hours, elimination of child labor, ensuring adequate housing for migrant workers, and sanitary facilities in the field.",progressivism
Democrats will spur investment to power the rural economy.,progressivism
"We support strengthening rural water, sewer, and broadband infrastructure to make rural businesses more competitive.",progressivism
We will expand access to equity capital for businesses and expand the New Markets Tax Credit to better serve rural small businesses.,progressivism
We reaffirm our commitment to eliminate poverty.,progressivism
"In the richest country in the world, no one, especially our children,",progressivism
should go hungry.,progressivism
We will also help people grow their skills through jobs and skills training opportunities.,progressivism
Democrats will also do more to invest in our most distressed communities—from our cities to coal country to the Rust Belt.,progressivism
as well as on tribal lands.,progressivism
We have a profound moral and legal responsibility to the Indian tribes—throughout our history we have failed to live up to that trust.,progressivism
"That is why the Democratic Party will fulfill, honor, and strengthen to the highest extent possible the United States’ fundamental trust responsibility,",progressivism
"grounded in the Constitution, treaties, and case law to American Indian and Alaska Native tribes.",progressivism
"We recognize the inherent sovereignty of Indian nations and will work to enact laws and policies that strengthen, not reduce, the powers of Indian nations over people who interact with them in Indian Country.",progressivism
"We will work on a government-to-government basis to continue to empower Indian nations,",progressivism
and to provide sufficient and meaningful resources to Indian tribes to bolster economic development and self-determination.,progressivism
"As Democrats, we will constantly seek to ensure that American Indian communities are safe, healthy, educated, innovative, and prosperous.",progressivism
"We will restore tribal lands by continuing to streamline the land-into-trust process and recognize the right of all tribes to protect their lands, air, and waters.",progressivism
"We will continue to work on a government-to-government basis to address chronic underfunding,",progressivism
and provide meaningful resources and financial investments that will empower American Indian tribes through increased economic development and infrastructure improvements on tribal lands.,progressivism
"We will strengthen the operation of tribal housing programs, and reauthorize the Indian Housing Block Grant Program.",progressivism
"We will increase affordable and safe housing and fight to significantly reduce homelessness on and off Indian reservations,",progressivism
especially among Native youth and veterans.,progressivism
"strengthen self-determination to enable culturally-tailored learning unique to each tribal nation,",progressivism
We also support the elimination of school and sports mascots that reflect derogatory stereotypes and that perpetuate racism.,progressivism
"We will strengthen tribal sovereignty and tribal jurisdiction by enacting laws and policies that enhance the ability of Indian nations to govern their territories,",progressivism
"We will build on the important provisions in the Violence Against Women Reauthorization Act of 2013, which reaffirmed the right of Indian tribes to prosecute perpetrators regardless of race who commit domestic violence on tribal lands.",progressivism
Democrats will continue to work to address criminal justice gaps that undermine the safety of tribal communities.,progressivism
And we will back these efforts through robust investments in effective tribal law enforcement and tribal courts.,progressivism
"We acknowledge the past injustices and the misguided, harmful federal and state policies and actions based on outdated and discredited values and beliefs that resulted in the destruction of the Indian nations’ economies,",progressivism
"social, and religious systems,",progressivism
"the taking of their lands,",progressivism
and the creation of intergenerational trauma that exists to this day.,progressivism
"We believe that we have a moral and profound duty to honor, respect, and uphold our sacred obligation to the Indian nations and Indian peoples.",progressivism
"We will manage for tribal sacred places,",progressivism
"and empower tribes to maintain and pass on traditional religious beliefs, languages, and social practices",progressivism
without fear of discrimination or suppression.,progressivism
"We also believe that Native children are the future of tribal nations and that the Indian Child Welfare Act is critical to the survival of Indian culture, government, and communities and must be enforced with the statutory intent of the law.",progressivism
"We will strengthen Indian voting rights, including improved access to polling locations.",progressivism
"We will build on federal programs to reduce the disproportionate incarceration of American Indian and Alaska Native men and women,",progressivism
"reduce disparities in prison sentencing,",progressivism
"protect the religious rights of Native prisoners,",progressivism
"reduce barriers to prisoner reentry,",progressivism
"We call for a climate change policy that protects tribal resources,",progressivism
"protects tribal health,",progressivism
"and provides accountability through accessible, culturally appropriate participation and strong enforcement.",progressivism
"We will engage in meaningful and productive consultation with Tribal Leaders, and will host a White House Tribal Nations Conference annually bringing together cabinet and senior level federal officials to gather input from Tribal Nations when formulating federal policy impacting tribes.",progressivism
Democrats believe that American Indian/Alaska Natives shall be represented in the federal government to properly reflect their needs,progressivism
"and will work to appoint American Indian/Alaska Natives to key positions, including retaining a senior level policy position in the White House Domestic Policy Council.",progressivism
We will strengthen the White House Council on Native American Affairs.,progressivism
Democrats will increase engagement with American Indians/Alaska Natives living outside of tribal communities.,progressivism
Democrats also support efforts for self-governance and self-determination of Native Hawaiians.,progressivism
"Native Hawaiians are the indigenous, aboriginal people of Hawai'i whose values and culture are the foundation of the Hawaiian Islands.",progressivism
"We support proactive actions by the federal government to enhance Native Hawaiian culture, health, language, and education.",progressivism
We recognize and honor the contributions and sacrifices made in service to our country by Native Hawaiians.,progressivism
And we are committed to addressing the extraordinary challenges faced by our fellow citizens in Puerto Rico.,progressivism
Many stem from the fundamental question of Puerto Rico’s political status.,progressivism
"Democrats believe that the people of Puerto Rico should determine their ultimate political status from permanent options that do not conflict with the Constitution, laws, and policies of the United States.",progressivism
and good-paying jobs for the hardworking people of Puerto Rico.,progressivism
"Puerto Ricans should be able to vote for the people who make their laws,",progressivism
just as they should be treated equally.,progressivism
"All American citizens, no matter where they reside, should have the right to vote for the President of the United States.",progressivism
"Finally, we believe that federal officials must respect Puerto Rico’s local self-government as laws are implemented and Puerto Rico’s budget and debt are restructured so that it can get on a path towards stability and prosperity.",progressivism
and their right to decide their future status.,progressivism
"All Americans should be able to vote for the people who make their laws,",progressivism
just as they should be treated equally.,progressivism
"And all American citizens, no matter where they reside, should have the right to vote for the President of the United States.",progressivism
and take seriously the unique health care challenges that Pacific Island communities face.,progressivism
and will work towards fair and equitable treatment under federal programs.,progressivism
Democrats know that Americans’ right to vote is sacred and fundamental.,progressivism
"We believe that we must protect Americans’ right to vote,",progressivism
while stopping corporations’ outsized influence in elections.,progressivism
"We must rectify the Supreme Court decision gutting the Voting Rights Act, which is a profound injustice.",progressivism
"We will stop efforts by Republican governors and legislatures to disenfranchise people of color, low-income people, and young people,",progressivism
and prevent these voters from exercising their right to vote through onerous restrictions.,progressivism
"We will ensure that election officials comply with voting protections, including provisions mandating bilingual materials and voter assistance.",progressivism
which gives outsized influence to billionaires and big corporations.,progressivism
It’s time we give back control of our elections to those to whom it belongs—the American people.,progressivism
The Democratic Party was founded on the promise of an expanded democracy.,progressivism
The right to vote is at the heart of our national vision.,progressivism
It is a core principle of the Democratic Party to maximize voter participation for all Americans.,progressivism
"Our democracy suffers when nearly two thirds of our citizens do not or cannot participate, as in the last midterm elections.",progressivism
"Democrats believe we must make it easier to vote, not harder.",progressivism
We must restore the full protections of the Voting Rights Act.,progressivism
"We will bring our democracy into the 21st century by expanding early voting and vote-by-mail,",progressivism
"implementing universal automatic voter registration and same day voter registration,",progressivism
"ending partisan and racial gerrymandering, and making Election Day a national holiday.",progressivism
We will restore voting rights for those who have served their sentences.,progressivism
"And we will continue to fight against discriminatory voter identification laws,",progressivism
"which disproportionately burden young voters, diverse communities, people of color, low-income families, people with disabilities, the elderly, and women.",progressivism
