text,cmp_code
"The Democratic Party recognizes that the way Social Security cost-of- living adjustments are calculated may not always reflect the spending patterns of seniors, particularly the disproportionate amount they spend on health care expenses.",regulationism
We are committed to exploring alternatives that could better and more equitably serve seniors.,regulationism
"We will make sure Social Security’s guaranteed benefits continue for generations to come by asking those at the top to pay more,",regulationism
"and will achieve this goal by taxing some of the income of people above $250,000.",regulationism
The Democratic Party is also committed to providing all necessary financial support for the Social Security Administration so that it can provide timely benefits and high-quality service for those it serves.,regulationism
He has referred to Social Security as a “Ponzi scheme” and has called for privatizing it as well as increasing the retirement age.,regulationism
"Democrats will also fight to enact legislation to make sure that the earned pension benefits of Americans will not be cut,",regulationism
and will pay for it by closing tax loopholes that benefit millionaires and billionaires.,regulationism
"We will fight against any attempt by Republicans in Congress or on Wall Street to roll back the Conflict of Interest Rule, which requires that retirement advisors put the best interests of their clients above their own financial gain.",regulationism
"We strongly support the Older Americans Act, which funds critical programs to help seniors remain independent in their own homes and communities.",regulationism
The United States Postal Service (USPS) is a national treasure.,regulationism
"That is why Democrats embrace a vibrant, public Postal Service that offers universal service, and reject any effort to privatize or marginalize it.",regulationism
We are committed to eliminating the unsustainable mandate to “pre-fund” retiree health costs.,regulationism
"And we will work to restore service to appropriate levels, including overnight delivery of first-class mail and periodicals within the same metropolitan area, maintaining six-day and door-to-door delivery, and appointing members to the Board of Governors and the Postal Regulatory Commission who champion a strong public Postal Service.",regulationism
Democrats also advocate for expanding postal services.,regulationism
This includes offering basic financial services such as paycheck cashing and removing statutory restraints on services the USPS may offer.,regulationism
"To do this, we need to educate our people",regulationism
We also need to ensure that all students have the opportunity to learn computer science by the time they graduate from high school.,regulationism
"The Democratic Party will make it easier to start and grow a small business in America,",regulationism
"unlike Donald Trump, who has often stiffed small businesses—nearly bankrupting some—with his deceptive and reckless corporate practices.",regulationism
"By supporting small business and entrepreneurship, we can grow jobs faster in America.",regulationism
We will open up access to credit because we know that small businesses are some of the best job creators in our country.,regulationism
"Meanwhile, the top one-tenth of one percent of Americans now own almost as much wealth as the bottom 90 percent combined.",regulationism
Social mobility is far lower than most believe it to be.,regulationism
"To restore economic fairness, Democrats will fight against the greed and recklessness of Wall Street.",regulationism
"Wall Street cannot be an island unto itself, gambling trillions in risky financial instruments and making huge profits, all the while thinking that taxpayers will be there to bail them out again.",regulationism
We must tackle dangerous risks in big banks and elsewhere in the financial system.,regulationism
"We must make Wall Street work for the job-creating, productive economy—including by making loans more affordable for small- and medium-sized businesses.",regulationism
We need to prohibit Wall Street from picking and choosing which credit agency will rate its products as well as from imposing excessive fees on consumers.,regulationism
Democrats believe that no bank can be too big to fail and no executive too powerful to jail.,regulationism
It will be the standard that applies to Wall Street and all Americans.,regulationism
"We will also vigorously implement, enforce, and build on President Obama’s landmark Dodd-Frank financial reform law, and we will stop dead in its tracks every Republican effort to weaken it.",regulationism
"We will stop Republican efforts to hamstring our regulators through budget cuts,",regulationism
and we will ensure they have the resources and independence to fully enforce the law and hold both individuals and corporations accountable when they break the rules.,regulationism
We will also continue to protect consumers and defend the CFPB from Republican attacks.,regulationism
"We oppose any efforts to change the CFPB’s structure from a single director to a partisan, gridlocked Commission and likewise oppose any efforts to remove the Bureau’s independent funding and subject it to the appropriations process.",regulationism
"Democrats condemn predatory payday lending, and will protect consumers by defending the CFPB and implementing strong new regulations.",regulationism
"Our goal must be to create a financial system and an economy that works for all Americans, not just a handful of billionaires.",regulationism
"We support a financial transactions tax on Wall Street to curb excessive speculation and high-frequency trading, which has threatened financial markets.",regulationism
We acknowledge that there is room within our party for a diversity of views on a broader financial transactions tax.,regulationism
"Democrats will not hesitate to use and expand existing authorities as well as empower regulators to downsize or break apart financial institutions when necessary to protect the public and safeguard financial stability, including new authorities to go after risky shadow-banking activities.",regulationism
Banks should not be able to gamble with taxpayers’ deposits or pose an undue risk to Main Street.,regulationism
"Democrats support a variety of ways to stop this from happening, including an updated and modernized version of Glass-Steagall as well as breaking up too-big-to-fail financial institutions that pose a systemic risk to the stability of our economy.",regulationism
We believe that personnel is policy.,regulationism
We will nominate and appoint regulators and officials who are not beholden to the industries they regulate—people with a track record of standing up to power and safeguarding the public trust.,regulationism
We will crack down on the revolving door between the private sector—particularly Wall Street—and the federal government.,regulationism
We will ban golden parachutes for those taking government jobs.,regulationism
We will limit conflicts of interest by requiring bank and corporate regulators to recuse themselves from official work on particular matters that would directly benefit their former employers.,regulationism
And we will bar financial service regulators from lobbying their former colleagues for at least two years.,regulationism
We will protect and defend the Federal Reserve’s independence to carry out the dual mandate assigned to it by Congress—for both full employment and low inflation—against threats from new legislation.,regulationism
"We will also reform the Federal Reserve to make it more representative of America as a whole,",regulationism
and we will fight to enhance its independence by ensuring that executives of financial institutions are not allowed to serve on the boards of regional Federal Reserve banks or to select members of those boards.,regulationism
"At a time when many of the largest banks have shunned communities across America, Democrats believe that we need to give Americans affordable banking options, including by empowering the United States Postal Service to facilitate the delivery of basic banking services.",regulationism
Large corporations have concentrated their control over markets to a greater degree than Americans have seen in decades,regulationism
—further evidence that the deck is stacked for those at the top.,regulationism
Democrats will take steps to stop corporate concentration in any industry where it is unfairly limiting competition.,regulationism
"We will make competition policy and antitrust stronger and more responsive to our economy today,",regulationism
"enhance the antitrust enforcement arms of the Department of Justice (DOJ) and the Federal Trade Commission (FTC),",regulationism
and encourage other agencies to police anti-competitive practices in their areas of jurisdiction.,regulationism
"We support the historic purpose of the antitrust laws to protect competition and prevent excessively consolidated economic and political power,",regulationism
"We support reinvigorating DOJ and FTC enforcement of antitrust laws to prevent abusive behavior by dominant companies,",regulationism
"and protecting the public interest against abusive, discriminatory, and unfair methods of commerce.",regulationism
"We support President Obama’s recent Executive Order, directing all agencies to identify specific actions they can take in their areas of jurisdiction to detect anticompetitive practices—such as tying arrangements, price fixing, and exclusionary conduct",regulationism
—and to refer practices that appear to violate federal antitrust law to the DOJ and FTC.,regulationism
"eliminate tax breaks for big oil and gas companies,",regulationism
and crack down on inversions and other methods companies use to dodge their tax responsibilities.,regulationism
"We will make sure that our tax code rewards businesses that make investments and provide good-paying jobs here in the United States, not businesses that walk out on America.",regulationism
We will end deferrals so that American corporations pay United States taxes immediately on foreign profits and can no longer escape paying their fair share of U.S. taxes by stashing profits abroad.,regulationism
"In addition, we will shut down the “private tax system” for those at the top,",regulationism
"immediately close egregious loopholes like those enjoyed by hedge fund managers, restore fair taxation on multimillion dollar estates,",regulationism
"At a time of near-record corporate profits, slow wage growth, and rising costs,",regulationism
we need to offer tax relief to middle-class families,regulationism
—not those at the top.,regulationism
We will work to crack down on tax evasion,regulationism
"Donald Trump and the Republican Party would do the opposite and provide trillions in tax cuts for millionaires, billionaires, and corporations",regulationism
"Trade deals often boosted the profits of large corporations,",regulationism
and public health.,regulationism
and trade negotiations must be transparent and inclusive.,regulationism
"Disparities in wealth cannot be solved by the free market alone,",regulationism
"but instead, the federal government must play a role in eliminating systemic barriers to wealth accumulation for different racial groups",regulationism
"That means expanding community health centers, allowing all families to buy into the Affordable Care Act exchanges, supporting states that open up their public health insurance programs to all persons, and finally enacting comprehensive immigration reform.",regulationism
"We will direct more federal resources to lifting up communities that have been left out and left behind, such as the 10-20-30 model, which directs 10 percent of program funds to communities where at least 20 percent of the population has been living below the poverty line for 30 years or more.",regulationism
"We will also focus on communities that suffer from persistent poverty, including empowerment zones and areas that targeted government data indicate are in persistent poverty.",regulationism
This is why Democrats will protect proven programs like the Supplemental Nutrition Assistance Program (SNAP)—our nation's most important anti-hunger program—that help struggling families put food on the table.,regulationism
"The Earned Income Tax Credit (EITC) program should be expanded for low-wage workers not raising children, including extending the credit to young workers starting at age 21.",regulationism
"The Child Tax Credit (CTC) should be expanded, for example, by making more of it refundable, or indexed to inflation to stem the erosion of the credit.",regulationism
"We will create good-paying jobs and enhance opportunities by investing in small business, youth employment, and reentry programs for formerly incarcerated people.",regulationism
And we will make investments in affordable housing near good jobs and good schools.,regulationism
We will invest in Indian education from early childhood through higher education.,regulationism
"We will fully fund the Bureau of Indian Education (BIE),",regulationism
and help to recruit and retain qualified teachers for Native learners.,regulationism
Democrats will continue to support President Obama's Generation Indigenous initiative that has made important strides in promoting new investments and increased engagement with American Indian youth,regulationism
", including by continuing efforts to reform the BIE to provide students attending BIE-funded schools with a world-class culturally-based education.",regulationism
"We believe that health care is a core federal trust responsibility,",regulationism
and we support a robust expansion of the health care provided by the Indian Health Service.,regulationism
"We will work to fully fund the Indian Health Service, Tribal, and Urban Indian health care system and",regulationism
"to ensure that all American Indians have adequate, safe, and affordable access to primary care providers, including oral health, mental health practitioners, and substance abuse treatment options.",regulationism
and offer access to housing and employment upon reentry.,regulationism
"We also believe that Puerto Ricans must be treated equally by Medicare, Medicaid, and other programs that benefit families.",regulationism
And we support reviewing the feasibility of extending the ACA to all the territories and increasing the Medicaid cap.,regulationism
"And we will fight to reform our broken campaign finance system,",regulationism
"Big money is drowning out the voices of everyday Americans,",regulationism
Democrats support a constitutional amendment to overturn the Supreme Court’s decisions in Citizens United and Buckley v. Valeo.,regulationism
"We need to end secret, unaccountable money in politics by requiring, through executive order or legislation, significantly more disclosure and transparency—by outside groups, federal contractors, and public corporations to their shareholders.",regulationism
And we need to fight to eliminate super PACs and outside spending abuses.,regulationism
without needing to depend on large contributions from the wealthy and the powerful.,regulationism
"curb billionaires’ influence over elections because they understand that Citizens United has fundamentally damaged our democracy,",regulationism
We believe that by making those at the top and the largest corporations pay their fair share,regulationism
"Democrats believe that we should not be contracting, outsourcing, or privatizing work that is inherently governmental in nature, including postal services, school services, and state and local government services.",regulationism
and save families and businesses money on their monthly energy bills.,regulationism
"We will work to expand access to cost-saving renewable energy by low-income households,",regulationism
and oppose efforts by utilities to limit consumer choice or slow clean energy deployment.,regulationism
"Democrats will fight to make sure these workers and their families get the benefits they have earned and the respect they deserve,",regulationism
"We will also oppose threats to the public health of these communities from harmful and dangerous extraction practices, like mountaintop removal mining operations.",regulationism
Those who fail to do so should be held accountable.,regulationism
Democrats also respectfully request the Department of Justice to investigate allegations of corporate fraud on the part of fossil fuel companies accused of misleading shareholders and the public on the scientific reality of climate change.,regulationism
"As a nation, we need policies and investments that will keep America’s public lands public,",regulationism
"But the United States still lags behind other advanced economies in providing high-quality, universal preschool programs to help all of our kids get a strong start to their educations.",regulationism
"A college degree or another form of post-secondary education is increasingly required for jobs that pay a middle-class wage,",regulationism
And the high cost of college has required too many Americans to take out staggering student loans or put a degree out of reach entirely.,regulationism
We are selling our children and our young people short.,regulationism
"Democrats are committed to making good public schools available to every child, no matter what zip code they live in, and at last making debt-free college a reality for all Americans.",regulationism
"Democrats believe that in America, if you want a higher education, you should always be able to get one: money should never stand in the way.",regulationism
"Cost should not be a barrier to getting a degree or credential, and debt should not hold you back after you graduate.",regulationism
"Bold new investments by the federal government,",regulationism
"coupled with states reinvesting in higher education and colleges holding the line on costs,",regulationism
"Democrats are unified in their strong belief that every student should be able to go to college debt-free,",regulationism
and working families should not have to pay any tuition to go to public colleges and universities.,regulationism
"We will also make community college free,",regulationism
Achieving these goals depends on state and federal investment in both students and their teachers.,regulationism
"Whether full-time or adjunct, faculty must be supported to make transformative educational experiences possible.",regulationism
"As we make college affordable for future students,",regulationism
"we will not forget about the millions of borrowers with unsustainable levels of student debt, who need help right now.",regulationism
Democrats will allow those who currently have student debt to refinance their loans at the lowest rates possible.,regulationism
We will simplify and expand access to income-based repayment so that no student loan borrowers ever have to pay more than they can afford.,regulationism
And we will significantly cut interest rates for future undergraduates because we believe that making college more affordable is more important than the federal government making billions of dollars in profit off those loans.,regulationism
Democrats will also fight for a student borrower bill of rights to ensure borrowers get adequate information about options to avoid or get out of delinquency or default.,regulationism
We will hold lenders and loan servicers to high standards to help borrowers in default rehabilitate and repay their debts.,regulationism
We will continue the important Public Service Loan Forgiveness and loan discharge programs begun by the Obama Administration.,regulationism
"Finally, Democrats will restore the prior standard in bankruptcy law to allow borrowers with student loans to be able to discharge their debts in bankruptcy as a measure of last resort.",regulationism
"To make progress toward these goals, the government should offer a moratorium on student loan payments to all federal loan borrowers so they have the time and get the resources they need to consolidate their loans, enroll in income-based repayment programs, and take advantage of opportunities to reduce monthly payments and fees.",regulationism
"We will create a robust and historic dedicated fund to keep costs down, provide quality education, and ensure dedicated support to improve student outcomes and completion rates.",regulationism
We will continue to crack down on for-profit schools that take millions in federal financial aid—often as their principal source of revenue—and then exploit students and burden them with debt rather than educating them.,regulationism
That is why we will strengthen the gainful employment rule to ensure that for-profit schools enable students to complete their degrees and prepare them for work.,regulationism
"We will go after for-profits that engage in deceptive marketing, fraud, and other illegal practices.",regulationism
We will also exercise our responsibility in oversight over the Department of Education to carry out their obligation to close down those for-profit schools that consistently engage in fraudulent and illegal conduct.,regulationism
It is unacceptable that for-profit schools with low graduation rates keep encouraging their students to take out federal loans they will have trouble paying back.,regulationism
"Therefore, to the maximum extent possible, we will also encourage widespread relief and the forgiveness of debt to those students harmed by the practices of fraudulent institutions.",regulationism
Democrats believe we must have the best-educated population and workforce in the world.,regulationism
"That means making early childhood education and universal preschool a priority, especially in light of new research showing how much early learning can impact life-long success.",regulationism
Democrats will invest in early childhood programs like Early Head Start and provide every family in America with access to high-quality childcare and high-quality preschool programs.,regulationism
and to ensure that early childhood educators are experienced and high-quality.,regulationism
We will ensure there are great schools for every child,regulationism
Democrats know the federal government must play a critical role in making sure every child has access to a world-class education.,regulationism
"We believe that a strong public education system is an anchor of our democracy,",regulationism
while addressing the wellbeing of the whole child.,regulationism
"We also support increased investments in afterschool and summer learning programs,",regulationism
and inspire learning at a time when many students are left unsupervised.,regulationism
We must find ways to encourage mentoring programs that support students in reaching their full potential.,regulationism
"We will focus on group mentoring, which is a low-cost, high-yield investment that offers the benefit of building a supportive network of peers who push one another towards success.",regulationism
Democrats believe all students should be taught to high academic standards.,regulationism
Schools should have adequate resources to provide programs and support to help meet the needs of every child.,regulationism
"We will hold schools, districts, communities, and states accountable for raising achievement levels for all students—",regulationism
"We are also deeply committed to ensuring that we strike a better balance on testing so that it informs, but does not drive, instruction.",regulationism
"To that end, we encourage states to develop a multiple measures approach to assessment, and we believe that standardized tests must be reliable and valid.",regulationism
"We oppose high-stakes standardized tests that falsely and unfairly label students of color, students with disabilities and English Language Learners as failing;",regulationism
the use of standardized test scores as basis for refusing to fund schools or to close schools;,regulationism
We support enabling parents to opt their children out of standardized tests without penalty for either the student or their school.,regulationism
"We will invest in high-quality STEAM classes, community schools, computer science education, arts education, and expand link learning models and career pathways.",regulationism
We will support the use of restorative justice practices that help students and staff resolve conflicts peacefully and respectfully while helping to improve the teaching and learning environment.,regulationism
"It means ensuring children have health care, stable housing free of contaminants, and a community free of violence in order to minimize the likelihood of cognitive delays.",regulationism
"It means enriching early childhood programming to prepare children in areas such as literacy, numeracy, civic engagement, and emotional intelligence.",regulationism
"It means supporting equitable and adequate state funding for public education,",regulationism
Democrats are committed to providing parents with high-quality public school options and expanding these options for low-income youth.,regulationism
"We support democratically governed, great neighborhood public schools",regulationism
"and high-quality public charter schools,",regulationism
and we will help them disseminate best practices to other school leaders and educators.,regulationism
Democrats oppose for-profit charter schools focused on making a profit off of public resources.,regulationism
but should not replace or destabilize traditional public schools.,regulationism
"Democrats have been fighting to secure universal health care for the American people for generations, and we are proud to be the party that passed Medicare, Medicaid, and the Affordable Care Act (ACA).",regulationism
Being stronger together means finally achieving that goal.,regulationism
"We are going to fight to make sure every American has access to quality, affordable health care.",regulationism
"We will tackle the problems that remain in our health care system, including cracking down on runaway prescription drug prices and addressing mental health with the same seriousness that we treat physical health.",regulationism
"And we will tackle the epidemics of substance abuse and gun violence, which each claim tens of thousands of lives every year.",regulationism
"Democrats believe that health care is a right, not a privilege, and our health care system should put people before profits.",regulationism
"Thanks to the hard work of President Obama and Democrats in Congress, we took a critically important step toward the goal of universal health care by passing the Affordable Care Act, which has covered 20 million more Americans and ensured millions more will never be denied coverage because of a pre-existing condition.",regulationism
Democrats will never falter in our generations-long fight to guarantee health care as a fundamental right for every American.,regulationism
"As part of that guarantee, Americans should be able to access public coverage through a public option,",regulationism
and those over 55 should be able to opt in to Medicare.,regulationism
This will include removing barriers to states which seek to experiment with plans to ensure universal health care to every person in their state.,regulationism
"By contrast, Donald Trump wants to repeal the ACA, leaving tens of millions of Americans without coverage.",regulationism
"For too many of us, health care costs are still too high, even for those with insurance.",regulationism
"And medical debt is a problem for far too many working families, with one-quarter of Americans reporting that they or someone in their household had problems or an inability to pay medical bills in the past year.",regulationism
Democrats will also work to end surprise billing and other practices that lead to out-of-control medical debt that place an unconscionable economic strain on American households.,regulationism
"Democrats will keep costs down by making premiums more affordable, reducing out-of-pocket expenses, and capping prescription drug costs.",regulationism
And we will fight against insurers trying to impose excessive premium increases.,regulationism
"Democrats will fight any attempts by Republicans in Congress to privatize, voucherize, or “phase out” Medicare as we know it.",regulationism
"And we will oppose Republican plans to slash funding and block grant Medicaid and SNAP, which would harm millions of Americans.",regulationism
We will keep fighting until the ACA’s Medicaid expansion has been adopted in every state.,regulationism
Nineteen states have not yet expanded Medicaid.,regulationism
This means that millions of low-income Americans still lack health insurance and are not getting the care they need.,regulationism
"Additionally, health care providers, clinics, hospitals, and taxpayers are footing a higher bill when people without insurance visit expensive emergency rooms.",regulationism
"We must renew and expand our commitment to Community Health Centers, as well as community mental health centers",regulationism
"These health centers provide critically important, community-based prevention and treatment in underserved communities,",regulationism
"prevent unnecessary and expensive trips to emergency rooms,",regulationism
and are essential to the successful implementation of the ACA.,regulationism
"We will fight for a comprehensive system of primary health care, including dental, mental health care, and low-cost prescription drugs by doubling of funding for federally qualified community health centers over the next decade, which currently serve 25 million people.",regulationism
and create a comprehensive strategy to increase the pool of primary health care professionals.,regulationism
"It is unacceptable that the United States pays, by far, the highest prices in the world for prescription drugs and that too many Americans between the ages of 18 and 64 cannot afford to fill their prescriptions.",regulationism
A lifesaving drug is no good if it is unaffordable to the very people who need it most.,regulationism
And many drug companies are spending more on advertising than on research.,regulationism
The largest pharmaceutical companies are making billions of dollars per year in profits at higher margins compared to other industries while many stash their profits in offshore tax havens.,regulationism
"Meanwhile, they charge Americans thousands of dollars for new drugs—often at much higher costs than in other developed nations.",regulationism
"Democrats are committed to investing in the research, development, and innovation that creates lifesaving drugs and lowers overall health costs,",regulationism
but the profiteering of pharmaceutical companies is simply unacceptable.,regulationism
We will crack down on price gouging by drug companies and cap the amount Americans have to pay out-of-pocket every month on prescription drugs.,regulationism
"We will prohibit anti-competitive “pay for delay” deals that keep generic drugs off the market,",regulationism
"and we will allow individuals, pharmacists, and wholesalers to import prescription drugs from licensed pharmacies in Canada and other countries with appropriate safety protections.",regulationism
Democrats will also fight to make sure that Medicare will negotiate lower prices with drug manufacturers.,regulationism
"We must confront the epidemic of drug and alcohol addiction, specifically the opioid crisis and other drugs plaguing our communities, by vastly expanding access to prevention and treatment,",regulationism
"supporting recovery,",regulationism
and promoting better practices by prescribers.,regulationism
The Democratic Party is committed to assisting the estimated 20 million people struggling with addiction in this country to find and sustain healthy lives by encouraging full recovery and integration into society,regulationism
"We will continue to fight to expand access to care for addiction services,",regulationism
and ensure that insurance coverage is equal to that for any other health conditions.,regulationism
"We think it is time for the Department of Health and Human Services (HHS), the Department of Labor, and state regulatory agencies to fully implement the protections of the Mental Health Parity and Addictions Equity Act of 2008—which means that American medical insurers, including the federal government, will need to disclose how they make their medical management decisions.",regulationism
"We should also do more to educate our youth, as well as their families, teachers, coaches, mentors, and friends, to intervene early to prevent drug and alcohol abuse and addiction.",regulationism
"We should help state and local leaders establish evidence-based, age-appropriate, and locally-tailored prevention programs.",regulationism
These programs include school-based drug education programs that have been shown to have meaningful effects on risky behavior; community-based peer mentorship and leadership programs; and after-school activities that deter drug use and encourage life skills.,regulationism
"We must treat mental health issues with the same care and seriousness that we treat issues of physical health,",regulationism
and promote better integration of the behavioral and general health care systems.,regulationism
we will work with health professionals to ensure that all children have access to mental health care.,regulationism
And we should create a national initiative around suicide prevention across the lifespan—to move toward the HHS-promoted Zero Suicide commitment.,regulationism
can get screened for autism.,regulationism
"We will expand services and support for adults and individuals transitioning into adulthood, including employment and housing assistance.",regulationism
And we will push states to require health insurance coverage for autism services in private insurance plans as well as state marketplaces so that people with autism are not denied care.,regulationism
"We will defend the ACA, which extends affordable preventive health care to women, including no-cost contraception,",regulationism
"And we strongly and unequivocally support a woman’s decision to have a child, including by ensuring a safe and healthy pregnancy and childbirth,",regulationism
"Democrats will take steps to strengthen and expand the home care workforce,",regulationism
"give seniors and people with disabilities access to quality, affordable long-term care, services, and supports,",regulationism
and ensure that all of these resources are readily available at home or in the community.,regulationism
"for preventing disease, illness, and injury in communities;",regulationism
and for promoting good health and wellbeing.,regulationism
Democrats will fight for increased investments in public health to better address emerging threats and the needs across our country.,regulationism
"To further that end, the Democratic Party will continue to oppose Republican attempts to cut public health services and funding.",regulationism
"We will ensure adequate funding of public health education at the undergraduate, graduate, and medical school levels as well as adequate funding of residency training programs in public health, preventive medicine, and its subspecialties.",regulationism
Democrats will fight for increased investments and coordination in public health to better address emerging threats as well as persistent needs across our country.,regulationism
Democrats will continue to pursue policies addressing these social factors and empowering communities to respond to their most pressing health needs.,regulationism
and take greater action against those who have been involved in fraud.,regulationism
"That is why we will push for more educational benefits and job training,",regulationism
and protect and preserve the post-9/11 GI Bill for future generations.,regulationism
We will fight for every veteran to have timely access to high-quality health care and timely processing of claims and appeals.,regulationism
"We must also look for more ways to make certain the VA provides veteran-centric care,",regulationism
expanding mental health programs;,regulationism
"continuing efforts to identify and treat invisible, latent, and toxic wounds of war;",regulationism
treating post-traumatic stress;,regulationism
We reject attempts by Republicans to sell out the needs of veterans by privatizing the VA.,regulationism
"We believe that the VA must be fully resourced so that every veteran gets the care that he or she has earned and deserves, including those suffering from sexual assault, mental illness and other injuries or ailments.",regulationism
"We will support military families with jobs, education, childcare, and health care.",regulationism
"And we must make sure victims receive timely, appropriate and comprehensive treatment for physical, emotional, and psychological trauma resulting from sexual assault.",regulationism
We will also work to increase the provision of services and protections for trafficking survivors.,regulationism
"expanding education and health care,",regulationism
Democrats believe that we need to end corruption worldwide and increase transparency.,regulationism
"We will fight corruption,",regulationism
"promote good governance,",regulationism
and support the rule of law.,regulationism
"We will also seek to close offshore tax havens, which corrupt rulers, individuals, and corporations exploit to shelter ill-gotten gains or avoid paying taxes at home.",regulationism
"promoted education,",regulationism
"America has made critical investments in global health, including in the areas of maternal and child health, HIV and AIDS, tuberculosis, and malaria.",regulationism
It is vital that we continue this work— which has saved millions of lives around the world,regulationism
and is essential to our nation’s health security.,regulationism
"While the Republican Party refuses to fund important measures that could contain and address the Zika pandemic,",regulationism
